Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_gasseri__UMB1399__GCA_007826985.2,Lactobacillus_gasseri__UMB6735__GCA_030216645.1
recO,recO,DNA repair protein RecO,2,2,1.0,1,252,,,,753,753,753.0,DLKHCADP_00050,FKLDPHGP_00589
fetB,fetB,putative iron export permease protein FetB,2,2,1.0,1,251,,,,762,762,762.0,DLKHCADP_00180,FKLDPHGP_00407
group_87,,hypothetical protein,2,2,1.0,1,250,,,,762,762,762.0,DLKHCADP_00059,FKLDPHGP_00598
rutD,rutD,Putative carbamate hydrolase RutD,2,2,1.0,1,248,,,,777,777,777.0,DLKHCADP_01764,FKLDPHGP_00755
lmrA,lmrA,Multidrug resistance ABC transporter ATP-binding and permease protein,2,2,1.0,1,246,,,,786,786,786.0,DLKHCADP_00166,FKLDPHGP_00437
potC,potC,Spermidine/putrescine transport system permease protein PotC,2,2,1.0,1,244,,,,798,798,798.0,DLKHCADP_01754,FKLDPHGP_00765
rqcP2,rqcP2,Ribosome-associated protein quality control protein P2,2,2,1.0,1,243,,,,798,798,798.0,DLKHCADP_00961,FKLDPHGP_00671
group_86,,GTP cyclohydrolase 1 type 2,2,2,1.0,1,242,,,,798,798,798.0,DLKHCADP_00044,FKLDPHGP_00583
group_85,,hypothetical protein,2,2,1.0,1,241,,,,810,810,810.0,DLKHCADP_00125,FKLDPHGP_00528
group_84,,hypothetical protein,2,2,1.0,1,240,,,,810,810,810.0,DLKHCADP_00115,FKLDPHGP_00537
potH,potH,Putrescine transport system permease protein PotH,2,2,1.0,1,238,,,,813,813,813.0,DLKHCADP_01753,FKLDPHGP_00766
yidA_4,yidA_4,Sugar phosphatase YidA,2,2,1.0,1,236,,,,816,816,816.0,DLKHCADP_01759,FKLDPHGP_00760
group_81,,hypothetical protein,2,2,1.0,1,235,,,,819,819,819.0,DLKHCADP_00117,FKLDPHGP_00535
yokD,yokD,SPbeta prophage-derived aminoglycoside N(3')-acetyltransferase-like protein YokD,2,2,1.0,1,234,,,,819,819,819.0,DLKHCADP_00088,FKLDPHGP_00513
group_80,,hypothetical protein,2,2,1.0,1,233,,,,819,819,819.0,DLKHCADP_00039,FKLDPHGP_00579
group_79,,Aldo-keto reductase/MSMEI_2346,2,2,1.0,1,232,,,,822,822,822.0,DLKHCADP_00167,FKLDPHGP_00438
group_78,,Putative phosphatase,2,2,1.0,1,231,,,,822,822,822.0,DLKHCADP_00030,FKLDPHGP_00570
group_77,,hypothetical protein,2,2,1.0,1,230,,,,837,837,837.0,DLKHCADP_00038,FKLDPHGP_00578
rbgA,rbgA,Ribosome biogenesis GTPase A,2,2,1.0,1,229,,,,840,840,840.0,DLKHCADP_00974,FKLDPHGP_00387
prmC,prmC,Release factor glutamine methyltransferase,2,2,1.0,1,228,,,,843,843,843.0,DLKHCADP_00755,FKLDPHGP_00721
yqfL,yqfL,Putative pyruvate phosphate dikinase regulatory protein,2,2,1.0,1,227,,,,843,843,843.0,DLKHCADP_00056,FKLDPHGP_00595
dprA,dprA,DNA processing protein DprA,2,2,1.0,1,226,,,,846,846,846.0,DLKHCADP_00976,FKLDPHGP_00389
group_76,,hypothetical protein,2,2,1.0,1,225,,,,846,846,846.0,DLKHCADP_00186,FKLDPHGP_00413
cdaA,cdaA,Cyclic di-AMP synthase CdaA,2,2,1.0,1,224,,,,849,849,849.0,DLKHCADP_01756,FKLDPHGP_00763
mreC,mreC,Cell shape-determining protein MreC,2,2,1.0,1,222,,,,852,852,852.0,DLKHCADP_00969,FKLDPHGP_00687
divIB,divIB,Cell division protein DivIB,2,2,1.0,1,220,,,,855,855,855.0,DLKHCADP_00956,FKLDPHGP_00676
group_73,,DegV domain-containing protein,2,2,1.0,1,218,,,,858,858,858.0,DLKHCADP_00992,FKLDPHGP_00384
group_72,,hypothetical protein,2,2,1.0,1,217,,,,858,858,858.0,DLKHCADP_00016,FKLDPHGP_00642
thrB,thrB,Homoserine kinase,2,2,1.0,1,215,,,,864,864,864.0,DLKHCADP_00103,FKLDPHGP_00549
group_71,,Aldo-keto reductase/MSMEI_2347,2,2,1.0,1,214,,,,876,876,876.0,DLKHCADP_00871,FKLDPHGP_00470
qmcA,qmcA,Protein QmcA,2,2,1.0,1,213,,,,876,876,876.0,DLKHCADP_00116,FKLDPHGP_00536
group_70,,hypothetical protein,2,2,1.0,1,212,,,,879,879,879.0,DLKHCADP_00057,FKLDPHGP_00596
lacX_2,lacX_2,Protein LacX plasmid,2,2,1.0,1,210,,,,888,888,888.0,DLKHCADP_00982,FKLDPHGP_00395
degV_2,degV_2,Protein DegV,2,2,1.0,1,209,,,,888,888,888.0,DLKHCADP_00078,FKLDPHGP_00484
group_69,,hypothetical protein,2,2,1.0,1,208,,,,891,891,891.0,DLKHCADP_00989,FKLDPHGP_00381
glcU_1,glcU_1,putative glucose uptake protein GlcU,2,2,1.0,1,207,,,,891,891,891.0,DLKHCADP_00087,FKLDPHGP_00514
benM,benM,HTH-type transcriptional regulator BenM,2,2,1.0,1,206,,,,891,891,891.0,DLKHCADP_00080,FKLDPHGP_00482
group_68,,hypothetical protein,2,2,1.0,1,205,,,,894,894,894.0,DLKHCADP_01765,FKLDPHGP_00754
murB,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,2,2,1.0,1,204,,,,906,906,906.0,DLKHCADP_01751,FKLDPHGP_00768
gltC,gltC,Transcriptional dual regulator GltC,2,2,1.0,1,203,,,,906,906,906.0,DLKHCADP_00104,FKLDPHGP_00548
era,era,GTPase Era,2,2,1.0,1,202,,,,912,912,912.0,DLKHCADP_00051,FKLDPHGP_00590
rluD_1,rluD_1,Ribosomal large subunit pseudouridine synthase D,2,2,1.0,1,201,,,,915,915,915.0,DLKHCADP_00073,FKLDPHGP_00489
galK_1,galK_1,Galactokinase,2,2,1.0,1,200,,,,918,918,918.0,DLKHCADP_00094,FKLDPHGP_00507
glyQ,glyQ,Glycine--tRNA ligase alpha subunit,2,2,1.0,1,199,,,,918,918,918.0,DLKHCADP_00049,FKLDPHGP_00588
htpX_1,htpX_1,Protease HtpX,2,2,1.0,1,198,,,,918,918,918.0,DLKHCADP_00003,FKLDPHGP_00602
xerC_3,xerC_3,Tyrosine recombinase XerC,2,2,1.0,1,197,,,,924,924,924.0,DLKHCADP_00979,FKLDPHGP_00392
pyrDB,pyrDB,Dihydroorotate dehydrogenase B (NAD(+)) catalytic subunit,2,2,1.0,1,196,,,,924,924,924.0,DLKHCADP_00132,FKLDPHGP_00566
degV_1,degV_1,Protein DegV,2,2,1.0,1,195,,,,924,924,924.0,DLKHCADP_00069,FKLDPHGP_00493
ppaC,ppaC,putative manganese-dependent inorganic pyrophosphatase,2,2,1.0,1,194,,,,936,936,936.0,DLKHCADP_01563,FKLDPHGP_00477
ytlR,ytlR,Putative lipid kinase YtlR,2,2,1.0,1,193,,,,936,936,936.0,DLKHCADP_01186,FKLDPHGP_00658
rsmH,rsmH,Ribosomal RNA small subunit methyltransferase H,2,2,1.0,1,191,,,,948,948,948.0,DLKHCADP_00950,FKLDPHGP_00682
hdfR,hdfR,HTH-type transcriptional regulator HdfR,2,2,1.0,1,190,,,,954,954,954.0,DLKHCADP_01562,FKLDPHGP_00476
atpG,atpG,ATP synthase gamma chain,2,2,1.0,1,189,,,,957,957,957.0,DLKHCADP_00763,FKLDPHGP_00713
mraY,mraY,Phospho-N-acetylmuramoyl-pentapeptide-transferase,2,2,1.0,1,187,,,,960,960,960.0,DLKHCADP_00953,FKLDPHGP_00679
group_65,,PhoH-like protein,2,2,1.0,1,186,,,,960,960,960.0,DLKHCADP_00053,FKLDPHGP_00592
gmuF,gmuF,putative mannose-6-phosphate isomerase GmuF,2,2,1.0,1,185,,,,966,966,966.0,DLKHCADP_00780,FKLDPHGP_00737
group_64,,hypothetical protein,2,2,1.0,1,184,,,,966,966,966.0,DLKHCADP_00093,FKLDPHGP_00508
cdaR,cdaR,CdaA regulatory protein CdaR,2,2,1.0,1,183,,,,969,969,969.0,DLKHCADP_01757,FKLDPHGP_00762
comGA,comGA,Competence protein ComGA,2,2,1.0,1,181,,,,978,978,978.0,DLKHCADP_01769,FKLDPHGP_00750
cbh,cbh,Bile salt hydrolase/transferase,2,2,1.0,1,180,,,,978,978,978.0,DLKHCADP_00162,FKLDPHGP_00433
group_62,,hypothetical protein,2,2,1.0,1,179,,,,978,978,978.0,DLKHCADP_00034,FKLDPHGP_00574
mbl,mbl,Cell shape-determining protein Mbl,2,2,1.0,1,178,,,,990,990,990.0,DLKHCADP_00767,FKLDPHGP_00709
holA,holA,DNA polymerase III subunit delta,2,2,1.0,1,177,,,,990,990,990.0,DLKHCADP_00020,FKLDPHGP_00646
ywlC,ywlC,Threonylcarbamoyl-AMP synthase,2,2,1.0,1,176,,,,993,993,993.0,DLKHCADP_00756,FKLDPHGP_00720
pyrB,pyrB,Aspartate carbamoyltransferase catalytic subunit,2,2,1.0,1,175,,,,993,993,993.0,DLKHCADP_00134,FKLDPHGP_00564
group_61,,hypothetical protein,2,2,1.0,1,174,,,,1002,1002,1002.0,DLKHCADP_01775,FKLDPHGP_00744
group_60,,hypothetical protein,2,2,1.0,1,173,,,,1002,1002,1002.0,DLKHCADP_01770,FKLDPHGP_00749
mreB,mreB,Cell shape-determining protein MreB,2,2,1.0,1,172,,,,1002,1002,1002.0,DLKHCADP_00968,FKLDPHGP_00688
ylbL,ylbL,putative protein YlbL,2,2,1.0,1,170,,,,1011,1011,1011.0,DLKHCADP_00023,FKLDPHGP_00649
amiE,amiE,N-acetylmuramyl-L-alanine amidase,2,2,1.0,1,169,,,,1020,1020,1020.0,DLKHCADP_00792,FKLDPHGP_00725
fni,fni,Isopentenyl-diphosphate delta-isomerase,2,2,1.0,1,167,,,,1026,1026,1026.0,DLKHCADP_00091,FKLDPHGP_00510
group_58,,hypothetical protein,2,2,1.0,1,165,,,,1029,1029,1029.0,DLKHCADP_00031,FKLDPHGP_00571
pyrAA_1,pyrAA_1,Carbamoyl phosphate synthase pyrimidine-specific small chain,2,2,1.0,1,163,,,,1056,1056,1056.0,DLKHCADP_00074,FKLDPHGP_00488
asd,asd,Aspartate-semialdehyde dehydrogenase,2,2,1.0,1,162,,,,1059,1059,1059.0,DLKHCADP_00100,FKLDPHGP_00552
xerS,xerS,Tyrosine recombinase XerS,2,2,1.0,1,160,,,,1071,1071,1071.0,DLKHCADP_00081,FKLDPHGP_00481
potD,potD,Spermidine/putrescine-binding periplasmic protein,2,2,1.0,1,159,,,,1074,1074,1074.0,DLKHCADP_01755,FKLDPHGP_00764
group_57,,Phosphomevalonate kinase,2,2,1.0,1,158,,,,1074,1074,1074.0,DLKHCADP_00092,FKLDPHGP_00509
group_56,,hypothetical protein,2,2,1.0,1,156,,,,1086,1086,1086.0,DLKHCADP_00079,FKLDPHGP_00483
pyrAA_2,pyrAA_2,Carbamoyl phosphate synthase pyrimidine-specific small chain,2,2,1.0,1,155,,,,1089,1089,1089.0,DLKHCADP_00136,FKLDPHGP_00562
potA,potA,Spermidine/putrescine import ATP-binding protein PotA,2,2,1.0,1,154,,,,1104,1104,1104.0,DLKHCADP_01752,FKLDPHGP_00767
group_55,,hypothetical protein,2,2,1.0,1,153,,,,1104,1104,1104.0,DLKHCADP_01467,FKLDPHGP_00694
murG,murG,UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase,2,2,1.0,1,152,,,,1113,1113,1113.0,DLKHCADP_00955,FKLDPHGP_00677
sigA,sigA,RNA polymerase sigma factor SigA,2,2,1.0,1,150,,,,1122,1122,1122.0,DLKHCADP_00046,FKLDPHGP_00585
ypsC,ypsC,Putative RNA methyltransferase YpsC,2,2,1.0,1,149,,,,1125,1125,1125.0,DLKHCADP_00067,FKLDPHGP_00495
mnmA,mnmA,tRNA-specific 2-thiouridylase MnmA,2,2,1.0,1,148,,,,1128,1128,1128.0,DLKHCADP_01182,FKLDPHGP_00662
iscS_2,iscS_2,Cysteine desulfurase IscS,2,2,1.0,1,146,,,,1155,1155,1155.0,DLKHCADP_01469,FKLDPHGP_00697
iscS_1,iscS_1,Cysteine desulfurase IscS,2,2,1.0,1,145,,,,1155,1155,1155.0,DLKHCADP_01195,FKLDPHGP_00664
frsA,frsA,Esterase FrsA,2,2,1.0,1,143,,,,1167,1167,1167.0,DLKHCADP_00878,FKLDPHGP_00441
dgoD,dgoD,D-galactonate dehydratase,2,2,1.0,1,142,,,,1173,1173,1173.0,DLKHCADP_00156,FKLDPHGP_00427
ftsW,ftsW,putative peptidoglycan glycosyltransferase FtsW,2,2,1.0,1,140,,,,1185,1185,1185.0,DLKHCADP_00027,FKLDPHGP_00653
dapX,dapX,putative N-acetyl-LL-diaminopimelate aminotransferase,2,2,1.0,1,139,,,,1185,1185,1185.0,DLKHCADP_00001,FKLDPHGP_00600
tuf,tuf,Elongation factor Tu,2,2,1.0,1,138,,,,1191,1191,1191.0,DLKHCADP_00015,FKLDPHGP_00641
cca,cca,CCA-adding enzyme,2,2,1.0,1,137,,,,1197,1197,1197.0,DLKHCADP_00990,FKLDPHGP_00382
rodA,rodA,Peptidoglycan glycosyltransferase RodA,2,2,1.0,1,136,,,,1197,1197,1197.0,DLKHCADP_00771,FKLDPHGP_00705
ackA_1,ackA_1,Acetate kinase,2,2,1.0,1,135,,,,1200,1200,1200.0,DLKHCADP_01776,FKLDPHGP_00743
coaBC,coaBC,Coenzyme A biosynthesis bifunctional protein CoaBC,2,2,1.0,1,134,,,,1209,1209,1209.0,DLKHCADP_01766,FKLDPHGP_00753
group_53,,hypothetical protein,2,2,1.0,1,133,,,,1218,1218,1218.0,DLKHCADP_01762,FKLDPHGP_00757
thiI,thiI,putative tRNA sulfurtransferase,2,2,1.0,1,132,,,,1218,1218,1218.0,DLKHCADP_01465,FKLDPHGP_00696
hom,hom,Homoserine dehydrogenase,2,2,1.0,1,131,,,,1227,1227,1227.0,DLKHCADP_00102,FKLDPHGP_00550
cpdA,cpdA,3'5'-cyclic adenosine monophosphate phosphodiesterase CpdA,2,2,1.0,1,130,,,,1233,1233,1233.0,DLKHCADP_00068,FKLDPHGP_00494
fpgS,fpgS,Folylpolyglutamate synthase,2,2,1.0,1,129,,,,1260,1260,1260.0,DLKHCADP_00965,FKLDPHGP_00691
clpX,clpX,ATP-dependent Clp protease ATP-binding subunit ClpX,2,2,1.0,1,128,,,,1266,1266,1266.0,DLKHCADP_00013,FKLDPHGP_00639
group_52,,hypothetical protein,2,2,1.0,1,127,,,,1269,1269,1269.0,DLKHCADP_00008,FKLDPHGP_00634
pyrC,pyrC,Dihydroorotase,2,2,1.0,1,126,,,,1278,1278,1278.0,DLKHCADP_00135,FKLDPHGP_00563
rarA_2,rarA_2,Replication-associated recombination protein A,2,2,1.0,1,125,,,,1281,1281,1281.0,DLKHCADP_00865,FKLDPHGP_00464
rarA_1,rarA_1,Replication-associated recombination protein A,2,2,1.0,1,124,,,,1299,1299,1299.0,DLKHCADP_00774,FKLDPHGP_00702
asnS,asnS,Asparagine--tRNA ligase,2,2,1.0,1,123,,,,1299,1299,1299.0,DLKHCADP_00099,FKLDPHGP_00502
trmFO,trmFO,Methylenetetrahydrofolate--tRNA-(uracil-5-)-methyltransferase TrmFO,2,2,1.0,1,122,,,,1317,1317,1317.0,DLKHCADP_00978,FKLDPHGP_00391
pgi,pgi,Glucose-6-phosphate isomerase,2,2,1.0,1,121,,,,1344,1344,1344.0,DLKHCADP_00787,FKLDPHGP_00731
tig,tig,Trigger factor,2,2,1.0,1,120,,,,1350,1350,1350.0,DLKHCADP_00014,FKLDPHGP_00640
murT,murT,Lipid II isoglutaminyl synthase (glutamine-hydrolyzing) subunit MurT,2,2,1.0,1,119,,,,1353,1353,1353.0,DLKHCADP_00793,FKLDPHGP_00724
glmM,glmM,Phosphoglucosamine mutase,2,2,1.0,1,118,,,,1356,1356,1356.0,DLKHCADP_01758,FKLDPHGP_00761
group_51,,hypothetical protein,2,2,1.0,1,117,,,,507,564,535.5,DLKHCADP_00984,FKLDPHGP_00397
yclM,yclM,Aspartokinase 3,2,2,1.0,1,116,,,,1356,1356,1356.0,DLKHCADP_00145,FKLDPHGP_00553
npr,npr,NADH peroxidase,2,2,1.0,1,115,,,,1365,1365,1365.0,DLKHCADP_00884,FKLDPHGP_00446
group_50,,hypothetical protein,2,3,1.5,1,114,,,,378,8454,4279.0,DLKHCADP_00187;DLKHCADP_00188,FKLDPHGP_00414
ftsA,ftsA,Cell division protein FtsA,2,2,1.0,1,113,,,,1371,1371,1371.0,DLKHCADP_00957,FKLDPHGP_00675
ftsZ,ftsZ,Cell division protein FtsZ,2,2,1.0,1,112,,,,1371,1371,1371.0,DLKHCADP_00958,FKLDPHGP_00674
strL,;strL,hypothetical protein;dTDP-4-dehydrorhamnose reductase,2,2,1.0,1,111,,,,987,1029,1008.0,DLKHCADP_00007,FKLDPHGP_00606
group_49,,hypothetical protein,2,3,1.5,1,110,,,,243,834,556.0,DLKHCADP_00176;DLKHCADP_00177,FKLDPHGP_00405
group_48,,hypothetical protein,2,2,1.0,1,109,,,,312,312,312.0,DLKHCADP_00173,FKLDPHGP_00402
brnQ_1,brnQ_1,Branched-chain amino acid permease BrnQ,2,2,1.0,1,108,,,,1380,1380,1380.0,DLKHCADP_00150,FKLDPHGP_00422
murD,murD,UDP-N-acetylmuramoylalanine--D-glutamate ligase,2,2,1.0,1,107,,,,1383,1383,1383.0,DLKHCADP_00954,FKLDPHGP_00678
group_47,,hypothetical protein,2,2,1.0,1,106,,,,624,624,624.0,DLKHCADP_00148,FKLDPHGP_00420
clpY,clpY,ATP-dependent protease ATPase subunit ClpY,2,2,1.0,1,105,,,,1395,1395,1395.0,DLKHCADP_00981,FKLDPHGP_00394
rsmF,rsmF,Ribosomal RNA small subunit methyltransferase F,2,2,1.0,1,104,,,,1395,1395,1395.0,DLKHCADP_00033,FKLDPHGP_00573
fetA,fetA,putative iron export ATP-binding protein FetA,2,2,1.0,1,103,,,,639,639,639.0,DLKHCADP_00179,FKLDPHGP_00406
group_46,,hypothetical protein,2,2,1.0,1,102,,,,603,603,603.0,DLKHCADP_00983,FKLDPHGP_00396
group_45,,hypothetical protein,2,2,1.0,1,100,,,,747,747,747.0,DLKHCADP_00149,FKLDPHGP_00421
atpD,atpD,ATP synthase subunit beta,2,2,1.0,1,98,,,,1443,1443,1443.0,DLKHCADP_00764,FKLDPHGP_00712
ctpA,ctpA,Carboxy-terminal processing protease CtpA,2,2,1.0,1,97,,,,1449,1449,1449.0,DLKHCADP_00994,FKLDPHGP_00386
group_44,,hypothetical protein,2,2,1.0,1,96,,,,411,3237,1824.0,DLKHCADP_00189,FKLDPHGP_00415
thrC,thrC,Threonine synthase,2,2,1.0,1,95,,,,1488,1488,1488.0,DLKHCADP_00101,FKLDPHGP_00551
group_43,,hypothetical protein,2,3,1.5,1,94,,,,138,1731,1148.0,DLKHCADP_00146,FKLDPHGP_00417;FKLDPHGP_00418
atpA,atpA,ATP synthase subunit alpha,2,2,1.0,1,92,,,,1512,1512,1512.0,DLKHCADP_00762,FKLDPHGP_00714
siwR,;siwR,hypothetical protein;Stress-involved WYL domain-containing regulator,2,3,1.5,1,91,,,,429,933,606.0,DLKHCADP_00887;DLKHCADP_00888,FKLDPHGP_00449
uup_2~~~uup_3,;uup_2;uup_3,hypothetical protein;ATP-binding protein Uup,2,3,1.5,1,90,,,,702,1578,1070.0,DLKHCADP_00121;DLKHCADP_00120,FKLDPHGP_00532
pepT_1~~~pepT_2,pepT_1;pepT_2,Peptidase T,2,3,1.5,1,89,,,,540,1248,807.0,DLKHCADP_00042;DLKHCADP_00043,FKLDPHGP_00582
group_41,,hypothetical protein,2,3,1.5,1,88,,,,549,1233,794.0,DLKHCADP_00880;DLKHCADP_00881,FKLDPHGP_00443
mdtD~~~hsrA~~~mdtP_4,mdtD;hsrA;mdtP_4,Putative multidrug resistance protein MdtD;putative transport protein HsrA;Multidrug transporter protein MdtP,2,3,1.5,1,87,,,,609,1395,927.0,DLKHCADP_00788,FKLDPHGP_00729;FKLDPHGP_00730
group_40,,hypothetical protein,2,2,1.0,1,86,,,,1020,1032,1026.0,DLKHCADP_00171,FKLDPHGP_00400
deoD,deoD,Purine nucleoside phosphorylase DeoD-type,2,2,1.0,1,85,,,,702,765,733.5,DLKHCADP_00084,FKLDPHGP_00517
group_39,,hypothetical protein,2,3,1.5,1,84,,,,312,657,434.0,DLKHCADP_00863;DLKHCADP_00864,FKLDPHGP_00463
group_38,,hypothetical protein,2,2,1.0,1,83,,,,129,129,129.0,DLKHCADP_00971,FKLDPHGP_00685
uup_1,uup_1,ATP-binding protein Uup,2,2,1.0,1,82,,,,1581,1581,1581.0,DLKHCADP_00089,FKLDPHGP_00512
phoR~~~sasA_2,;phoR;sasA_2,hypothetical protein;Alkaline phosphatase synthesis sensor protein PhoR;Adaptive-response sensory-kinase SasA,2,3,1.5,1,81,,,,567,1452,953.0,DLKHCADP_00783;DLKHCADP_00784,FKLDPHGP_00734
yheI_1,yheI_1,putative multidrug resistance ABC transporter ATP-binding/permease protein YheI,2,2,1.0,1,80,,,,1584,1584,1584.0,DLKHCADP_00160,FKLDPHGP_00431
comA,comA,Transport/processing ATP-binding protein ComA,2,2,1.0,1,79,,,,1584,1584,1584.0,DLKHCADP_00090,FKLDPHGP_00511
group_37,,hypothetical protein,2,2,1.0,1,78,,,,126,270,198.0,DLKHCADP_00129,FKLDPHGP_00524
group_35,,Putative multidrug export ATP-binding/permease protein,2,2,1.0,1,76,,,,1596,1596,1596.0,DLKHCADP_00159,FKLDPHGP_00430
group_34,,putative ABC transporter ATP-binding protein,2,2,1.0,1,75,,,,1608,1608,1608.0,DLKHCADP_00118,FKLDPHGP_00534
gpsB_2,gpsB_2,Cell cycle adapter protein GpsB,2,2,1.0,1,74,,,,636,792,714.0,DLKHCADP_00962,FKLDPHGP_00670
yajO,yajO,1-deoxyxylulose-5-phosphate synthase YajO,2,2,1.0,1,73,,,,384,534,459.0,DLKHCADP_00870,FKLDPHGP_00469
rnj1,rnj1,Ribonuclease J 1,2,2,1.0,1,72,,,,1680,1680,1680.0,DLKHCADP_01187,FKLDPHGP_00657
fhs1,fhs1,Formate--tetrahydrofolate ligase 1,2,2,1.0,1,71,,,,1680,1680,1680.0,DLKHCADP_00071,FKLDPHGP_00491
rqcH,rqcH,Rqc2 RqcH,2,2,1.0,1,70,,,,1692,1692,1692.0,DLKHCADP_00076,FKLDPHGP_00486
group_33,,hypothetical protein,2,2,1.0,1,69,,,,150,150,150.0,DLKHCADP_00151,FKLDPHGP_00423
ezrA,ezrA,Septation ring formation regulator EzrA,2,2,1.0,1,68,,,,1731,1731,1731.0,DLKHCADP_01468,FKLDPHGP_00698
group_32,,hypothetical protein,2,2,1.0,1,67,,,,912,2070,1491.0,DLKHCADP_00985,FKLDPHGP_00377
rnj2,rnj2,Ribonuclease J 2,2,2,1.0,1,66,,,,1776,1776,1776.0,DLKHCADP_00017,FKLDPHGP_00643
rutB,;rutB,hypothetical protein;Ureidoacrylate amidohydrolase RutB,2,2,1.0,1,65,,,,177,546,361.5,DLKHCADP_00139,FKLDPHGP_00559
recQ,recQ,ATP-dependent DNA helicase RecQ,2,2,1.0,1,64,,,,1794,1794,1794.0,DLKHCADP_01559,FKLDPHGP_00478
thi4,thi4,Thiamine thiazole synthase,2,2,1.0,1,63,,,,1797,1797,1797.0,DLKHCADP_00105,FKLDPHGP_00547
group_31,,hypothetical protein,2,2,1.0,1,62,,,,1812,1812,1812.0,DLKHCADP_00986,FKLDPHGP_00378
dnaG,dnaG,DNA primase,2,2,1.0,1,61,,,,1818,1818,1818.0,DLKHCADP_00047,FKLDPHGP_00586
group_30,,hypothetical protein,2,2,1.0,1,60,,,,90,90,90.0,DLKHCADP_00004,FKLDPHGP_00603
bipA,bipA,Large ribosomal subunit assembly factor BipA,2,2,1.0,1,58,,,,1833,1833,1833.0,DLKHCADP_00028,FKLDPHGP_00654
group_28,,hypothetical protein,2,2,1.0,1,57,,,,1848,1848,1848.0,DLKHCADP_00185,FKLDPHGP_00412
group_27,,hypothetical protein,2,2,1.0,1,56,,,,132,132,132.0,DLKHCADP_01773,FKLDPHGP_00746
group_26,,hypothetical protein,2,2,1.0,1,55,,,,138,138,138.0,DLKHCADP_00168,FKLDPHGP_00439
cadA,cadA,Cadmium-transporting ATPase,2,2,1.0,1,54,,,,1902,1902,1902.0,DLKHCADP_00892,FKLDPHGP_00453
group_25,,hypothetical protein,2,2,1.0,1,53,,,,147,147,147.0,DLKHCADP_00869,FKLDPHGP_00468
pepO_1,pepO_1,Neutral endopeptidase,2,2,1.0,1,52,,,,1944,1944,1944.0,DLKHCADP_00144,FKLDPHGP_00554
parE,parE,DNA topoisomerase IV subunit B ParE,2,2,1.0,1,50,,,,1959,1959,1959.0,DLKHCADP_00875,FKLDPHGP_00474
group_24,,hypothetical protein,2,2,1.0,1,49,,,,159,159,159.0,DLKHCADP_00157,FKLDPHGP_00428
group_22,,hypothetical protein,2,2,1.0,1,47,,,,177,177,177.0,DLKHCADP_00124,FKLDPHGP_00529
rpsU,rpsU,Small ribosomal subunit protein bS21,2,2,1.0,1,46,,,,177,177,177.0,DLKHCADP_00055,FKLDPHGP_00594
galE_2,galE_2,UDP-glucose 4-epimerase,2,2,1.0,1,45,,,,180,180,180.0,DLKHCADP_01792,1_refound_9
glyS,glyS,Glycine--tRNA ligase beta subunit,2,2,1.0,1,44,,,,2073,2073,2073.0,DLKHCADP_00048,FKLDPHGP_00587
topA,topA,DNA topoisomerase 1,2,2,1.0,1,43,,,,2082,2082,2082.0,DLKHCADP_00977,FKLDPHGP_00390
pbpB,pbpB,Penicillin-binding protein 2B,2,2,1.0,1,42,,,,2151,2151,2151.0,DLKHCADP_00952,FKLDPHGP_00680
ltaS2,ltaS2,Lipoteichoic acid synthase 2,2,2,1.0,1,41,,,,2193,2193,2193.0,DLKHCADP_00785,FKLDPHGP_00733
group_21,,hypothetical protein,2,2,1.0,1,40,,,,186,186,186.0,DLKHCADP_00777,FKLDPHGP_00699
group_20,,hypothetical protein,2,2,1.0,1,39,,,,186,186,186.0,DLKHCADP_00768,FKLDPHGP_00708
group_19,,hypothetical protein,2,2,1.0,1,38,,,,186,186,186.0,DLKHCADP_00037,FKLDPHGP_00577
group_17,,hypothetical protein,2,2,1.0,1,36,,,,2271,2271,2271.0,DLKHCADP_00110,FKLDPHGP_00542
group_16,,hypothetical protein,2,2,1.0,1,35,,,,2283,2283,2283.0,DLKHCADP_00021,FKLDPHGP_00647
group_15,,hypothetical protein,2,2,1.0,1,34,,,,198,198,198.0,DLKHCADP_00006,FKLDPHGP_00605
group_14,,hypothetical protein,2,2,1.0,1,33,,,,198,198,198.0,DLKHCADP_00002,FKLDPHGP_00601
mtgA_1,mtgA_1,Biosynthetic peptidoglycan transglycosylase,2,2,1.0,1,32,,,,2376,2376,2376.0,DLKHCADP_00063,FKLDPHGP_00499
recD2,recD2,ATP-dependent RecD2 DNA helicase,2,2,1.0,1,31,,,,2379,2379,2379.0,DLKHCADP_01185,FKLDPHGP_00659
group_13,,hypothetical protein,2,2,1.0,1,30,,,,201,201,201.0,DLKHCADP_00107,FKLDPHGP_00545
parC,parC,DNA topoisomerase IV subunit A ParC,2,2,1.0,1,28,,,,2481,2481,2481.0,DLKHCADP_00876,FKLDPHGP_00475
group_11,,hypothetical protein,2,2,1.0,1,27,,,,2571,2571,2571.0,DLKHCADP_00143,FKLDPHGP_00555
