Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_paragasseri__UMB0056__GCA_002884735.1,Lactobacillus_paragasseri__UMB5640__GCA_030216965.1,Lactobacillus_paragasseri__UMB6357__GCA_030216895.1
uup_6~~~uup_1,uup_6;uup_1,ATP-binding protein Uup,3,3,1.0,1,27,,,,339,1572,1161.0,CHONFCMC_00033,KGGMHOKE_01553,JPPLDLFD_01289
msrC,msrC,Free methionine-R-sulfoxide reductase,3,3,1.0,1,26,,,,459,459,459.0,CHONFCMC_00024,KGGMHOKE_01544,JPPLDLFD_00775
group_10,,hypothetical protein,3,3,1.0,1,25,,,,669,669,669.0,CHONFCMC_00022,KGGMHOKE_01542,JPPLDLFD_00778
group_8,,hypothetical protein,3,3,1.0,1,23,,,,1134,1134,1134.0,CHONFCMC_00010,KGGMHOKE_01530,JPPLDLFD_00790
group_7,,hypothetical protein,3,3,1.0,1,22,,,,651,651,651.0,CHONFCMC_00007,KGGMHOKE_01527,JPPLDLFD_00793
nnrD,nnrD,ADP-dependent (S)-NAD(P)H-hydrate dehydratase,3,3,1.0,1,21,,,,846,846,846.0,CHONFCMC_00012,KGGMHOKE_01532,JPPLDLFD_00788
leuS,leuS,Leucine--tRNA ligase,3,3,1.0,1,20,,,,2415,2415,2415.0,CHONFCMC_00008,KGGMHOKE_01528,JPPLDLFD_00792
hpt_1,hpt_1,Hypoxanthine-guanine phosphoribosyltransferase,3,3,1.0,1,19,,,,537,537,537.0,CHONFCMC_00021,KGGMHOKE_01541,JPPLDLFD_00779
group_6,,hypothetical protein,3,3,1.0,1,18,,,,939,939,939.0,CHONFCMC_00027,KGGMHOKE_01547,JPPLDLFD_00772
group_5,,hypothetical protein,3,3,1.0,1,17,,,,318,318,318.0,CHONFCMC_00017,KGGMHOKE_01537,JPPLDLFD_00783
dacA,dacA,D-alanyl-D-alanine carboxypeptidase DacA,3,3,1.0,1,16,,,,954,954,954.0,CHONFCMC_00014,KGGMHOKE_01534,JPPLDLFD_00786
uup_5~~~comA_1~~~uup_9,uup_5;comA_1;uup_9,ATP-binding protein Uup;Transport/processing ATP-binding protein ComA,3,3,1.0,1,15,,,,624,1587,1254.0,CHONFCMC_00032,KGGMHOKE_01552,JPPLDLFD_01288
group_4,,hypothetical protein,3,3,1.0,1,14,,,,783,783,783.0,CHONFCMC_00028,KGGMHOKE_01548,JPPLDLFD_00771
tag,tag,DNA-3-methyladenine glycosylase 1,3,3,1.0,1,13,,,,567,567,567.0,CHONFCMC_00026,KGGMHOKE_01546,JPPLDLFD_00773
group_3,,hypothetical protein,3,3,1.0,1,12,,,,108,108,108.0,CHONFCMC_00020,KGGMHOKE_01540,JPPLDLFD_00780
group_2,,hypothetical protein,3,3,1.0,1,11,,,,678,678,678.0,CHONFCMC_00013,KGGMHOKE_01533,JPPLDLFD_00787
yhfK,;yhfK,hypothetical protein;putative sugar epimerase YhfK,3,4,1.3333333333333333,1,10,,,,186,633,453.75,CHONFCMC_00023,KGGMHOKE_01543,JPPLDLFD_00776;JPPLDLFD_00777
murJ,murJ,Lipid II flippase MurJ,3,3,1.0,1,9,,,,1659,1659,1659.0,CHONFCMC_00009,KGGMHOKE_01529,JPPLDLFD_00791
group_1,,hypothetical protein,3,3,1.0,1,8,,,,747,747,747.0,CHONFCMC_00011,KGGMHOKE_01531,JPPLDLFD_00789
argS,argS,Arginine--tRNA ligase,3,3,1.0,1,7,,,,1677,1677,1677.0,CHONFCMC_00015,KGGMHOKE_01535,JPPLDLFD_00785
metK,metK,S-adenosylmethionine synthase,3,3,1.0,1,6,,,,1209,1209,1209.0,CHONFCMC_00005,KGGMHOKE_01525,JPPLDLFD_00795
fba,fba,Fructose-bisphosphate aldolase,3,3,1.0,1,5,,,,918,918,918.0,CHONFCMC_00016,KGGMHOKE_01536,JPPLDLFD_00784
bmr3_2,bmr3_2,Multidrug resistance protein 3,3,3,1.0,1,4,,,,1452,1452,1452.0,CHONFCMC_00031,KGGMHOKE_01551,JPPLDLFD_00768
group_0,,hypothetical protein,3,3,1.0,1,3,,,,333,333,333.0,CHONFCMC_00019,KGGMHOKE_01539,JPPLDLFD_00781
gla,gla,Glycerol facilitator-aquaporin gla,3,3,1.0,1,2,,,,756,756,756.0,CHONFCMC_00029,KGGMHOKE_01549,JPPLDLFD_00770
yjaB,yjaB;,Peptidyl-lysine N-acetyltransferase YjaB;hypothetical protein,3,3,1.0,1,1,,,,270,456,332.0,CHONFCMC_00018,KGGMHOKE_01538,JPPLDLFD_00782
group_887,,hypothetical protein,2,2,1.0,14,87,,,,720,720,720.0,,KGGMHOKE_00352,JPPLDLFD_00645
group_884,,hypothetical protein,2,2,1.0,14,79,,,,735,735,735.0,,KGGMHOKE_00351,JPPLDLFD_00646
natA,natA,ABC transporter ATP-binding protein NatA,2,2,1.0,14,65,,,,771,771,771.0,,KGGMHOKE_00350,JPPLDLFD_00647
group_876,,hypothetical protein,2,2,1.0,14,62,,,,537,537,537.0,CHONFCMC_01779,,JPPLDLFD_00228
group_860,,hypothetical protein,2,2,1.0,14,35,,,,90,90,90.0,,KGGMHOKE_00349,JPPLDLFD_00648
group_825,,hypothetical protein,2,2,1.0,11,88,,,,735,795,765.0,,KGGMHOKE_01764,JPPLDLFD_01522
group_819,,putative phosphotransferase enzyme IIB component,2,2,1.0,11,78,,,,495,495,495.0,CHONFCMC_01649,KGGMHOKE_01771,
chbG,chbG,Chitooligosaccharide deacetylase,2,2,1.0,11,53,,,,789,789,789.0,CHONFCMC_01652,KGGMHOKE_01768,
group_811,agaC,N-acetylgalactosamine permease IIC component 1,2,2,1.0,11,44,,,,816,816,816.0,CHONFCMC_01650,KGGMHOKE_01770,
manZ_6,manZ_6,PTS system mannose-specific EIID component,2,2,1.0,11,27,,,,855,855,855.0,CHONFCMC_01651,KGGMHOKE_01769,
rpoN,rpoN,RNA polymerase sigma-54 factor,2,2,1.0,11,21,,,,1242,1242,1242.0,CHONFCMC_01646,KGGMHOKE_01774,
norR,norR,Anaerobic nitric oxide reductase transcription regulator NorR,2,2,1.0,11,16,,,,2547,2547,2547.0,CHONFCMC_01647,KGGMHOKE_01773,
group_797,,hypothetical protein,2,2,1.0,11,14,,,,429,429,429.0,CHONFCMC_01648,KGGMHOKE_01772,
group_785,,hypothetical protein,2,2,1.0,10,27,,,,405,6573,3489.0,,KGGMHOKE_01131,JPPLDLFD_00678
group_774,,hypothetical protein,2,2,1.0,9,56,,,,819,819,819.0,,KGGMHOKE_01142,JPPLDLFD_00870
group_769,,hypothetical protein,2,2,1.0,9,47,,,,531,531,531.0,CHONFCMC_01571,KGGMHOKE_01153,
group_767,,hypothetical protein,2,2,1.0,9,43,,,,465,465,465.0,,KGGMHOKE_01141,JPPLDLFD_00871
group_760,,hypothetical protein,2,2,1.0,9,17,,,,744,744,744.0,,KGGMHOKE_01147,JPPLDLFD_00865
group_759,,hypothetical protein,2,2,1.0,9,16,,,,387,453,420.0,,KGGMHOKE_01148,JPPLDLFD_01287
bcrA_2,bcrA_2,Bacitracin transport ATP-binding protein BcrA,2,2,1.0,8,294,,,,705,705,705.0,CHONFCMC_01507,KGGMHOKE_01220,
group_749,,hypothetical protein,2,2,1.0,8,283,,,,900,936,918.0,CHONFCMC_01331,,JPPLDLFD_01845
group_737,,hypothetical protein,2,2,1.0,8,255,,,,729,729,729.0,CHONFCMC_01508,KGGMHOKE_01219,
group_713,,hypothetical protein,2,2,1.0,8,176,,,,1077,1077,1077.0,CHONFCMC_01351,KGGMHOKE_01668,
group_707,,hypothetical protein,2,2,1.0,8,157,,,,342,549,445.5,CHONFCMC_01419,,JPPLDLFD_01722
group_704,,hypothetical protein,2,2,1.0,8,153,,,,408,408,408.0,,KGGMHOKE_01645,JPPLDLFD_01679
group_693,,hypothetical protein,2,2,1.0,8,121,,,,4701,8541,6621.0,CHONFCMC_01323,KGGMHOKE_01698,
group_672,,hypothetical protein,2,3,1.5,8,66,,,,225,735,471.0,CHONFCMC_01509,KGGMHOKE_01217;KGGMHOKE_01218,
group_662,,hypothetical protein,2,3,1.5,8,39,,,,264,1197,802.0,CHONFCMC_01281;CHONFCMC_01282,KGGMHOKE_01904,
smc_2,smc_2,Chromosome partition protein Smc,2,2,1.0,8,38,,,,2871,2904,2887.5,CHONFCMC_01327,KGGMHOKE_01694,
sorB_2,sorB_2,PTS system sorbose-specific EIIB component,2,2,1.0,7,165,,,,480,480,480.0,CHONFCMC_01127,KGGMHOKE_00312,
bglK_2~~~bglK_1,;bglK_2;bglK_1,hypothetical protein;Beta-glucoside kinase,2,3,1.5,7,151,,,,459,897,607.0,,KGGMHOKE_01797;KGGMHOKE_01796,JPPLDLFD_01576
gtfA_2,gtfA_2,Sucrose phosphorylase,2,2,1.0,7,148,,,,1443,1443,1443.0,CHONFCMC_01148,KGGMHOKE_01811,
yfeW,yfeW,Putative D-alanyl-D-alanine carboxypeptidase,2,2,1.0,7,128,,,,1032,1032,1032.0,CHONFCMC_01128,KGGMHOKE_00311,
rhaR,rhaR,HTH-type transcriptional activator RhaR,2,2,1.0,7,126,,,,1038,1038,1038.0,,KGGMHOKE_01801,JPPLDLFD_01572
uup_2,uup_2,ATP-binding protein Uup,2,2,1.0,7,122,,,,1593,1593,1593.0,,KGGMHOKE_00228,JPPLDLFD_00032
group_618,,hypothetical protein,2,2,1.0,7,119,,,,1197,1275,1236.0,,KGGMHOKE_01800,JPPLDLFD_01573
group_613,,hypothetical protein,2,2,1.0,7,112,,,,1419,1578,1498.5,,KGGMHOKE_01799,JPPLDLFD_01574
group_610,,hypothetical protein,2,2,1.0,7,104,,,,321,324,322.5,,KGGMHOKE_00249,JPPLDLFD_01629
group_604,,hypothetical protein,2,2,1.0,7,94,,,,831,831,831.0,CHONFCMC_01101,,JPPLDLFD_01620
group_597,,hypothetical protein,2,2,1.0,7,79,,,,285,285,285.0,,KGGMHOKE_00251,JPPLDLFD_01628
degA,;degA,hypothetical protein;HTH-type transcriptional regulator DegA,2,3,1.5,7,74,,,,306,951,602.0,CHONFCMC_01149,KGGMHOKE_01812;KGGMHOKE_01813,
nagZ,nagZ,Beta-hexosaminidase,2,2,1.0,7,72,,,,1935,1935,1935.0,CHONFCMC_01124,KGGMHOKE_00315,
pepO_2,pepO_2,Neutral endopeptidase,2,2,1.0,7,71,,,,1947,1947,1947.0,CHONFCMC_01157,KGGMHOKE_01822,
manZ_3,manZ_3,PTS system mannose-specific EIID component,2,2,1.0,7,63,,,,855,855,855.0,CHONFCMC_01126,KGGMHOKE_00313,
group_583,,hypothetical protein,2,2,1.0,7,45,,,,867,867,867.0,CHONFCMC_01156,KGGMHOKE_01821,
group_582,,hypothetical protein,2,2,1.0,7,44,,,,1227,1227,1227.0,,KGGMHOKE_01798,JPPLDLFD_01575
group_579,,hypothetical protein,2,2,1.0,7,38,,,,411,411,411.0,,KGGMHOKE_01832,JPPLDLFD_01548
sorC,sorC,PTS system sorbose-specific EIIC component,2,2,1.0,7,36,,,,873,873,873.0,CHONFCMC_01125,KGGMHOKE_00314,
group_513,,hypothetical protein,2,2,1.0,3,168,,,,1218,1893,1555.5,,KGGMHOKE_01395,JPPLDLFD_01273
mdtD,;mdtD,hypothetical protein;Putative multidrug resistance protein MdtD,2,2,1.0,3,122,,,,375,1395,885.0,CHONFCMC_00950,,JPPLDLFD_01243
dpaL,dpaL,Diaminopropionate ammonia-lyase,2,2,1.0,3,118,,,,501,1182,841.5,CHONFCMC_00949,KGGMHOKE_01427,
group_495,,hypothetical protein,2,2,1.0,3,116,,,,564,792,678.0,,KGGMHOKE_01393,JPPLDLFD_00742
group_493,,hypothetical protein,2,2,1.0,3,114,,,,147,147,147.0,,KGGMHOKE_01390,JPPLDLFD_00745
group_488,,hypothetical protein,2,2,1.0,3,102,,,,786,786,786.0,,KGGMHOKE_01389,JPPLDLFD_00746
group_473,,hypothetical protein,2,2,1.0,3,77,,,,465,465,465.0,,KGGMHOKE_01388,JPPLDLFD_00747
res,res,Type III restriction-modification enzyme EcoP15I Res subunit,2,2,1.0,3,20,,,,2979,2979,2979.0,,KGGMHOKE_01392,JPPLDLFD_00743
gmuR_2,gmuR_2;,HTH-type transcriptional regulator GmuR;hypothetical protein,2,2,1.0,3,6,,,,249,711,480.0,CHONFCMC_00962,,JPPLDLFD_01244
ribH,ribH,67-dimethyl-8-ribityllumazine synthase,2,2,1.0,2,942,,,,462,462,462.0,CHONFCMC_00567,,JPPLDLFD_00858
sorB_1,sorB_1,PTS system sorbose-specific EIIB component,2,2,1.0,2,925,,,,495,495,495.0,CHONFCMC_00079,KGGMHOKE_01612,
group_416,,hypothetical protein,2,2,1.0,2,913,,,,519,519,519.0,CHONFCMC_00557,,JPPLDLFD_00848
ogt_1,ogt_1,Methylated-DNA--protein-cysteine methyltransferase,2,2,1.0,2,912,,,,522,522,522.0,CHONFCMC_00552,,JPPLDLFD_00843
group_412,,hypothetical protein,2,2,1.0,2,903,,,,537,537,537.0,,KGGMHOKE_00874,JPPLDLFD_00946
ykwC_2,ykwC_2,putative oxidoreductase YkwC,2,2,1.0,2,899,,,,546,546,546.0,CHONFCMC_00556,,JPPLDLFD_00847
group_410,,hypothetical protein,2,2,1.0,2,895,,,,552,552,552.0,CHONFCMC_00559,,JPPLDLFD_00850
rfbC,rfbC,dTDP-4-dehydrorhamnose 35-epimerase,2,2,1.0,2,871,,,,609,609,609.0,,KGGMHOKE_00927,JPPLDLFD_00894
aadR,aadR,Transcriptional activatory protein AadR,2,2,1.0,2,857,,,,630,630,630.0,CHONFCMC_00558,,JPPLDLFD_00849
group_393,,hypothetical protein,2,2,1.0,2,849,,,,645,645,645.0,,KGGMHOKE_00914,JPPLDLFD_00905
ydfK,ydfK,putative membrane protein YdfK,2,2,1.0,2,802,,,,732,732,732.0,CHONFCMC_00416,KGGMHOKE_00605,
group_372,,hypothetical protein,2,2,1.0,2,785,,,,891,891,891.0,CHONFCMC_00796,KGGMHOKE_01058,
ywqE,ywqE,Tyrosine-protein phosphatase YwqE,2,2,1.0,2,782,,,,771,771,771.0,,KGGMHOKE_00945,JPPLDLFD_01430
sorA_1,sorA_1,PTS system sorbose-specific EIIC component,2,2,1.0,2,762,,,,798,798,798.0,CHONFCMC_00080,KGGMHOKE_01613,
group_356,,hypothetical protein,2,2,1.0,2,750,,,,639,681,660.0,CHONFCMC_00651,KGGMHOKE_00878,
group_354,,hypothetical protein,2,2,1.0,2,747,,,,171,273,222.0,CHONFCMC_00476,,JPPLDLFD_00194
claer,cla-er,CLA biosynthesis enone reductase,2,2,1.0,2,745,,,,645,645,645.0,CHONFCMC_00452,,JPPLDLFD_01098
group_348,,hypothetical protein,2,2,1.0,2,735,,,,312,312,312.0,CHONFCMC_00616,KGGMHOKE_00840,
group_347,,hypothetical protein,2,2,1.0,2,733,,,,1191,1194,1192.5,CHONFCMC_00482,KGGMHOKE_00660,
sftI,sftI,Sulfoquinovose isomerase,2,2,1.0,2,732,,,,1455,1455,1455.0,CHONFCMC_00433,KGGMHOKE_00622,
group_346,,hypothetical protein,2,2,1.0,2,731,,,,258,258,258.0,CHONFCMC_00615,KGGMHOKE_00839,
group_342,,hypothetical protein,2,2,1.0,2,727,,,,375,375,375.0,CHONFCMC_00618,KGGMHOKE_00843,
group_341,,hypothetical protein,2,3,1.5,2,725,,,,264,4410,2940.0,CHONFCMC_00653;CHONFCMC_00654,KGGMHOKE_00880,
galR~~~purR_1,galR;purR_1,HTH-type transcriptional regulator GalR;HTH-type transcriptional repressor PurR,2,2,1.0,2,724,,,,1020,1020,1020.0,CHONFCMC_00432,KGGMHOKE_00621,
manZ_1,manZ_1,PTS system mannose-specific EIID component,2,2,1.0,2,722,,,,834,834,834.0,CHONFCMC_00081,KGGMHOKE_01614,
group_339,,hypothetical protein,2,3,1.5,2,721,,,,147,645,431.0,CHONFCMC_00459;CHONFCMC_00460,KGGMHOKE_00639,
htpX_1~~~htpX_2,htpX_1;htpX_2,Protease HtpX,2,3,1.5,2,719,,,,414,918,592.0,,KGGMHOKE_00918;KGGMHOKE_00919,JPPLDLFD_00902
group_338,,hypothetical protein,2,3,1.5,2,718,,,,1710,8985,4258.0,CHONFCMC_00603,KGGMHOKE_00828;KGGMHOKE_00767,
group_335,,hypothetical protein,2,2,1.0,2,713,,,,840,840,840.0,,KGGMHOKE_00916,JPPLDLFD_00903
cap8A,cap8A,Capsular polysaccharide type 8 biosynthesis protein cap8A,2,2,1.0,2,708,,,,861,873,867.0,,KGGMHOKE_00947,JPPLDLFD_01428
ywrO_1~~~ywrO~~~ywrO_2,ywrO_1;ywrO;ywrO_2,General stress protein 14,2,3,1.5,2,706,,,,219,459,302.0,CHONFCMC_00551,,JPPLDLFD_00841;JPPLDLFD_00842
group_333,,hypothetical protein,2,2,1.0,2,705,,,,453,453,453.0,,KGGMHOKE_00728,JPPLDLFD_00838
adh,adh,Alcohol dehydrogenase,2,2,1.0,2,701,,,,1041,1041,1041.0,CHONFCMC_00619,KGGMHOKE_00844,
group_330,,hypothetical protein,2,2,1.0,2,700,,,,909,909,909.0,CHONFCMC_00437,KGGMHOKE_00628,
licT_1,licT_1,Transcription antiterminator LicT,2,2,1.0,2,699,,,,843,843,843.0,CHONFCMC_00435,KGGMHOKE_00626,
aptA,aptA,Apulose-4-phosphate transketolase subunit A,2,2,1.0,2,690,,,,834,834,834.0,CHONFCMC_00431,KGGMHOKE_00620,
uup_2~~~msbA_2,uup_2;msbA_2,ATP-binding protein Uup;ATP-dependent lipid A-core flippase,2,2,1.0,2,688,,,,1578,1578,1578.0,CHONFCMC_00470,KGGMHOKE_00649,
group_325,,Aldo-keto reductase/MSMEI_2346;Aldo-keto reductase/MSMEI_2347,2,2,1.0,2,684,,,,822,822,822.0,CHONFCMC_00576,KGGMHOKE_00739,
group_320,,hypothetical protein,2,2,1.0,2,674,,,,1827,1848,1837.5,CHONFCMC_00606,KGGMHOKE_00830,
group_317,,hypothetical protein,2,3,1.5,2,670,,,,930,3117,2048.0,CHONFCMC_00602,KGGMHOKE_00766;KGGMHOKE_00765,
fbiB,fbiB;,Bifunctional F420 biosynthesis protein FbiB;hypothetical protein,2,2,1.0,2,659,,,,192,714,453.0,CHONFCMC_00484,KGGMHOKE_00661,
group_308,,hypothetical protein,2,2,1.0,2,652,,,,864,864,864.0,CHONFCMC_00621,KGGMHOKE_00846,
ywqD,ywqD,Tyrosine-protein kinase YwqD,2,2,1.0,2,634,,,,720,762,741.0,,KGGMHOKE_00946,JPPLDLFD_01429
mutX,mutX,8-oxo-dGTP diphosphatase,2,2,1.0,2,629,,,,444,444,444.0,,KGGMHOKE_00915,JPPLDLFD_00904
bglF_1~~~bglF_2,bglF_1;bglF_2,PTS system beta-glucoside-specific EIIBCA component,2,2,1.0,2,628,,,,2031,2193,2112.0,CHONFCMC_00436,KGGMHOKE_00627,
group_297,,hypothetical protein,2,2,1.0,2,627,,,,1296,1296,1296.0,CHONFCMC_00434,KGGMHOKE_00625,
group_295,,hypothetical protein,2,2,1.0,2,625,,,,537,537,537.0,CHONFCMC_00620,KGGMHOKE_00845,
lpdC,lpdC,Gallate decarboxylase,2,2,1.0,2,615,,,,1401,1485,1443.0,CHONFCMC_00418,KGGMHOKE_00607,
group_290,,hypothetical protein,2,2,1.0,2,614,,,,1353,1353,1353.0,,KGGMHOKE_00876,JPPLDLFD_00944
cas9,cas9,CRISPR-associated endonuclease Cas9,2,2,1.0,2,608,,,,4161,4161,4161.0,,KGGMHOKE_00925,JPPLDLFD_00896
group_287,,hypothetical protein,2,2,1.0,2,606,,,,729,729,729.0,,KGGMHOKE_00873,JPPLDLFD_00947
bioC,bioC,Malonyl-[acyl-carrier protein] O-methyltransferase,2,2,1.0,2,602,,,,1176,1176,1176.0,,KGGMHOKE_00930,JPPLDLFD_00891
oxyR,oxyR,DNA-binding transcriptional dual regulator OxyR,2,2,1.0,2,600,,,,897,897,897.0,CHONFCMC_00417,KGGMHOKE_00606,
rfbA,rfbA,Glucose-1-phosphate thymidylyltransferase 1,2,2,1.0,2,596,,,,885,885,885.0,,KGGMHOKE_00928,JPPLDLFD_00893
cas1,cas1,CRISPR-associated endonuclease Cas1,2,2,1.0,2,587,,,,909,909,909.0,,KGGMHOKE_00924,JPPLDLFD_00897
group_280,,hypothetical protein,2,2,1.0,2,585,,,,1533,1533,1533.0,CHONFCMC_00440,KGGMHOKE_00632,
cytR_1~~~rbsR,cytR_1;rbsR,HTH-type transcriptional repressor CytR;Ribose operon repressor,2,2,1.0,2,584,,,,960,963,961.5,CHONFCMC_00438,KGGMHOKE_00630,
group_276,,hypothetical protein,2,2,1.0,2,577,,,,912,912,912.0,,KGGMHOKE_00875,JPPLDLFD_00945
group_275,,hypothetical protein,2,2,1.0,2,574,,,,210,282,246.0,CHONFCMC_00039,KGGMHOKE_01560,
aptB,aptB,Apulose-4-phosphate transketolase subunit B,2,2,1.0,2,566,,,,942,942,942.0,CHONFCMC_00430,KGGMHOKE_00619,
lmrA,lmrA,Multidrug resistance ABC transporter ATP-binding and permease protein,2,2,1.0,2,546,,,,996,996,996.0,CHONFCMC_00577,KGGMHOKE_00740,
siwR,siwR,Stress-involved WYL domain-containing regulator,2,2,1.0,2,545,,,,933,933,933.0,CHONFCMC_00565,,JPPLDLFD_00856
group_261,,hypothetical protein,2,2,1.0,2,537,,,,2271,2271,2271.0,CHONFCMC_00461,KGGMHOKE_00640,
group_260,,hypothetical protein,2,2,1.0,2,536,,,,540,729,634.5,CHONFCMC_00462,KGGMHOKE_00641,
gdx,;gdx,hypothetical protein;Guanidinium exporter,2,2,1.0,2,535,,,,216,321,268.5,CHONFCMC_00549,,JPPLDLFD_00840
group_259,,hypothetical protein,2,3,1.5,2,532,,,,285,846,557.0,CHONFCMC_00604;CHONFCMC_00605,KGGMHOKE_00829,
group_252,,hypothetical protein,2,2,1.0,2,514,,,,669,669,669.0,,KGGMHOKE_00922,JPPLDLFD_00899
purR_1,purR_1,HTH-type transcriptional repressor PurR,2,2,1.0,2,507,,,,972,972,972.0,CHONFCMC_00057,,JPPLDLFD_00117
rmlD,rmlD,dTDP-4-dehydrorhamnose reductase,2,2,1.0,2,497,,,,987,987,987.0,,KGGMHOKE_00926,JPPLDLFD_00895
lpdB,lpdB,Flavin prenyltransferase LpdB,2,2,1.0,2,495,,,,564,564,564.0,CHONFCMC_00419,KGGMHOKE_00608,
ccpA_1,ccpA_1,Catabolite control protein A,2,2,1.0,2,494,,,,984,984,984.0,CHONFCMC_00084,KGGMHOKE_01617,
fetA_1,fetA_1,putative iron export ATP-binding protein FetA,2,2,1.0,2,493,,,,549,642,595.5,CHONFCMC_00563,,JPPLDLFD_00854
group_246,,hypothetical protein,2,2,1.0,2,490,,,,201,201,201.0,,KGGMHOKE_00921,JPPLDLFD_00900
group_242,,hypothetical protein,2,2,1.0,2,483,,,,315,447,381.0,CHONFCMC_00553,,JPPLDLFD_00844
ykwC_1,ykwC_1,putative oxidoreductase YkwC,2,2,1.0,2,481,,,,195,195,195.0,CHONFCMC_00555,,JPPLDLFD_00846
rffG,rffG,dTDP-glucose 46-dehydratase 2,2,2,1.0,2,447,,,,1038,1038,1038.0,,KGGMHOKE_00929,JPPLDLFD_00892
group_227,,hypothetical protein,2,2,1.0,2,446,,,,222,396,309.0,,KGGMHOKE_00671,JPPLDLFD_00177
cas2,cas2,CRISPR-associated endoribonuclease Cas2,2,2,1.0,2,444,,,,198,321,259.5,,KGGMHOKE_00923,JPPLDLFD_00898
ribA,ribA,GTP cyclohydrolase-2,2,2,1.0,2,440,,,,291,291,291.0,CHONFCMC_00566,,JPPLDLFD_00857
group_223,,hypothetical protein,2,2,1.0,2,437,,,,663,663,663.0,CHONFCMC_00646,KGGMHOKE_00871,
group_206,,hypothetical protein,2,2,1.0,2,400,,,,120,471,295.5,CHONFCMC_00562,,JPPLDLFD_00853
group_205,,hypothetical protein,2,2,1.0,2,399,,,,270,270,270.0,CHONFCMC_00422,KGGMHOKE_00611,
group_175,,hypothetical protein,2,2,1.0,2,356,,,,102,102,102.0,,KGGMHOKE_00022,2_refound_8
group_174,,hypothetical protein,2,2,1.0,2,355,,,,105,105,105.0,,KGGMHOKE_00026,JPPLDLFD_00734
group_171,,hypothetical protein,2,2,1.0,2,350,,,,117,117,117.0,CHONFCMC_00554,,JPPLDLFD_00845
group_163,,hypothetical protein,2,2,1.0,2,332,,,,1224,1224,1224.0,,KGGMHOKE_00673,JPPLDLFD_00175
group_158,,hypothetical protein,2,2,1.0,2,326,,,,1227,1227,1227.0,CHONFCMC_00439,KGGMHOKE_00631,
group_145,,hypothetical protein,2,2,1.0,2,297,,,,198,198,198.0,,KGGMHOKE_00028,JPPLDLFD_00732
group_144,,hypothetical protein,2,2,1.0,2,296,,,,198,198,198.0,,KGGMHOKE_00024,JPPLDLFD_00736
group_139,,hypothetical protein,2,2,1.0,2,286,,,,201,201,201.0,CHONFCMC_00453,,JPPLDLFD_01096
group_136,,hypothetical protein,2,2,1.0,2,278,,,,210,210,210.0,CHONFCMC_00475,KGGMHOKE_00654,
group_134,,hypothetical protein,2,2,1.0,2,274,,,,216,216,216.0,0_refound_3,,JPPLDLFD_00834
lafA,lafA,Bacteriocin lactacin-F subunit LafA,2,2,1.0,2,262,,,,228,228,228.0,,KGGMHOKE_00023,JPPLDLFD_00737
group_127,,hypothetical protein,2,2,1.0,2,258,,,,231,231,231.0,,KGGMHOKE_00029,JPPLDLFD_00731
copZ,copZ,Copper chaperone CopZ,2,2,1.0,2,257,,,,231,231,231.0,CHONFCMC_00560,,JPPLDLFD_00851
group_106,,hypothetical protein,2,2,1.0,2,214,,,,270,270,270.0,CHONFCMC_00486,KGGMHOKE_00663,
glpK,glpK,Glycerol kinase,2,2,1.0,2,198,,,,1452,1452,1452.0,CHONFCMC_00429,KGGMHOKE_00618,
group_101,,hypothetical protein,2,2,1.0,2,194,,,,285,285,285.0,,KGGMHOKE_00027,JPPLDLFD_00733
group_94,,hypothetical protein,2,2,1.0,2,180,,,,1524,1524,1524.0,CHONFCMC_00421,KGGMHOKE_00610,
malL_2,malL_2,Oligo-16-glucosidase,2,2,1.0,2,154,,,,1668,1668,1668.0,CHONFCMC_00083,KGGMHOKE_01616,
malL_1,malL_1,Oligo-16-glucosidase 1,2,2,1.0,2,153,,,,1671,1671,1671.0,CHONFCMC_00059,,JPPLDLFD_00115
group_67,,hypothetical protein,2,2,1.0,2,132,,,,339,339,339.0,,KGGMHOKE_00025,JPPLDLFD_00735
group_59,,hypothetical protein,2,2,1.0,2,118,,,,348,348,348.0,CHONFCMC_00485,KGGMHOKE_00662,
group_55,,hypothetical protein,2,2,1.0,2,99,,,,1917,1917,1917.0,CHONFCMC_00622,KGGMHOKE_00847,
cadA,cadA,Cadmium-transporting ATPase,2,2,1.0,2,98,,,,1902,1902,1902.0,CHONFCMC_00561,,JPPLDLFD_00852
scrA_1,scrA_1,PTS system sucrose-specific EIIBCA component,2,2,1.0,2,89,,,,1941,1941,1941.0,CHONFCMC_00058,,JPPLDLFD_00116
lpdD,lpdD,Protein LpdD,2,2,1.0,2,87,,,,375,375,375.0,CHONFCMC_00420,KGGMHOKE_00609,
group_47,,hypothetical protein,2,2,1.0,2,82,,,,2007,2007,2007.0,CHONFCMC_00085,KGGMHOKE_01618,
group_46,,FMN-binding protein,2,2,1.0,2,79,,,,387,387,387.0,CHONFCMC_00564,,JPPLDLFD_00855
melA,melA,Alpha-galactosidase Mel36A,2,2,1.0,2,67,,,,2187,2187,2187.0,CHONFCMC_00060,,JPPLDLFD_00114
