Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_crispatus__UMB0803__GCA_002861765.1,Lactobacillus_crispatus__UMB6887__GCA_030216545.1,Lactobacillus_crispatus__UMB7805__GCA_030226265.1,Lactobacillus_crispatus__UMB8929B__GCA_030230695.1
group_293,,hypothetical protein,3,4,1.3333333333333333,23,31,,,,192,540,382.5,HJHFJAOG_01923,MLMIAKCI_00974,AOHABJFI_00125;AOHABJFI_00124,
group_292,,hypothetical protein,3,3,1.0,23,30,,,,903,903,903.0,HJHFJAOG_01903,MLMIAKCI_00598,AOHABJFI_00145,
group_289,,hypothetical protein,3,3,1.0,23,26,,,,813,813,813.0,HJHFJAOG_00245,MLMIAKCI_00606,AOHABJFI_00153,
group_288,,hypothetical protein,3,3,1.0,23,23,,,,861,861,861.0,HJHFJAOG_01895,MLMIAKCI_00605,AOHABJFI_00152,
group_287,,hypothetical protein,3,3,1.0,23,22,,,,210,210,210.0,HJHFJAOG_02073,MLMIAKCI_00609,AOHABJFI_00156,
group_285,,hypothetical protein,3,3,1.0,23,20,,,,240,240,240.0,HJHFJAOG_02072,MLMIAKCI_00610,AOHABJFI_00157,
group_284,,ISL3 family transposase ISLhe2,3,3,1.0,23,19,,,,726,726,726.0,HJHFJAOG_01905,MLMIAKCI_00596,AOHABJFI_00143,
group_282,,hypothetical protein,3,3,1.0,23,14,,,,2913,2913,2913.0,HJHFJAOG_01904,MLMIAKCI_00597,AOHABJFI_00144,
group_274,,hypothetical protein,3,4,1.3333333333333333,23,4,,,,279,837,636.0,HJHFJAOG_02075;HJHFJAOG_00244,MLMIAKCI_00607,AOHABJFI_00154,
group_272,,hypothetical protein,3,3,1.0,22,1,,,,1299,1299,1299.0,HJHFJAOG_00241,MLMIAKCI_00469,AOHABJFI_00301,
uup_5,uup_5,ATP-binding protein Uup,3,3,1.0,21,2,,,,1542,1542,1542.0,HJHFJAOG_00239,MLMIAKCI_00426,AOHABJFI_00249,
group_271,,hypothetical protein,3,3,1.0,21,1,,,,330,330,330.0,HJHFJAOG_00238,MLMIAKCI_00425,AOHABJFI_00248,
rppH_1,rppH_1;,RNA pyrophosphohydrolase;Nudix hydrolase,3,3,1.0,15,88,,,,279,453,337.0,HJHFJAOG_00235,MLMIAKCI_00223,AOHABJFI_01624,
group_143,,hypothetical protein,3,3,1.0,14,4,,,,576,576,576.0,HJHFJAOG_00177,,AOHABJFI_00175,LCPJMJGF_00244
group_136,,hypothetical protein,3,3,1.0,11,1,,,,324,324,324.0,HJHFJAOG_00173,MLMIAKCI_00747,AOHABJFI_00473,
cas9_1,cas9_1,CRISPR-associated endonuclease Cas9,3,3,1.0,10,1,,,,2574,2574,2574.0,HJHFJAOG_00172,MLMIAKCI_00362,AOHABJFI_00185,
msrD,msrD,putative macrolide resistance translation factor MsrD,3,3,1.0,9,36,,,,1503,1503,1503.0,,MLMIAKCI_00408,AOHABJFI_01858,LCPJMJGF_01244
group_134,,hypothetical protein,3,3,1.0,9,34,,,,753,753,753.0,HJHFJAOG_01716,MLMIAKCI_01145,AOHABJFI_01679,
group_132,,L-lactate oxidase,3,3,1.0,9,32,,,,1281,1281,1281.0,,MLMIAKCI_00134,AOHABJFI_01685,LCPJMJGF_01250
group_127,,hypothetical protein,3,4,1.3333333333333333,9,22,,,,177,654,450.75,HJHFJAOG_01713,MLMIAKCI_01147,AOHABJFI_01681;AOHABJFI_01682,
group_126,,hypothetical protein,3,3,1.0,9,20,,,,279,294,289.0,,MLMIAKCI_00407,AOHABJFI_01857,LCPJMJGF_01245
group_119,,hypothetical protein,3,3,1.0,8,1,,,,192,192,192.0,HJHFJAOG_00165,1_refound_7,AOHABJFI_00251,
group_98,,hypothetical protein,3,3,1.0,5,27,,,,180,180,180.0,HJHFJAOG_01351,MLMIAKCI_01063,AOHABJFI_02117,
group_97,,hypothetical protein,3,3,1.0,5,24,,,,174,384,314.0,HJHFJAOG_00389,MLMIAKCI_01100,,LCPJMJGF_02096
group_92,,hypothetical protein,3,3,1.0,5,7,,,,225,225,225.0,HJHFJAOG_01365,MLMIAKCI_01049,AOHABJFI_02103,
group_89,,hypothetical protein,3,3,1.0,5,1,,,,648,648,648.0,HJHFJAOG_00128,MLMIAKCI_01035,AOHABJFI_01477,
plsC,plsC,1-acyl-sn-glycerol-3-phosphate acyltransferase,3,3,1.0,4,112,,,,615,615,615.0,HJHFJAOG_00110,MLMIAKCI_01976,AOHABJFI_01320,
yfiC,yfiC,tRNA1(Val) (adenine(37)-N6)-methyltransferase,3,3,1.0,4,110,,,,1032,1032,1032.0,HJHFJAOG_00109,MLMIAKCI_01975,AOHABJFI_01321,
cfa,cfa,Cyclopropane-fatty-acyl-phospholipid synthase,3,3,1.0,4,68,,,,1179,1179,1179.0,HJHFJAOG_00111,MLMIAKCI_01977,AOHABJFI_01319,
group_8,,hypothetical protein,3,3,1.0,1,10,,,,222,222,222.0,HJHFJAOG_00009,MLMIAKCI_02036,2_refound_33,
group_7,,hypothetical protein,3,3,1.0,1,9,,,,282,282,282.0,HJHFJAOG_00005,MLMIAKCI_02032,AOHABJFI_00431,
group_6,,hypothetical protein,3,4,1.3333333333333333,1,8,,,,312,1122,801.0,HJHFJAOG_00006,MLMIAKCI_02033,AOHABJFI_00231;AOHABJFI_00230,
group_5,,hypothetical protein,3,3,1.0,1,7,,,,399,399,399.0,HJHFJAOG_00007,MLMIAKCI_02034,AOHABJFI_00232,
group_3,,hypothetical protein,3,3,1.0,1,5,,,,183,183,183.0,HJHFJAOG_00011,MLMIAKCI_02038,AOHABJFI_00736,
group_2,,hypothetical protein,3,3,1.0,1,4,,,,231,231,231.0,HJHFJAOG_00008,MLMIAKCI_02035,AOHABJFI_00233,
chpB,chpB,Endoribonuclease toxin ChpB,3,3,1.0,1,2,,,,357,357,357.0,HJHFJAOG_00004,MLMIAKCI_02031,AOHABJFI_00432,
group_0,,hypothetical protein,3,3,1.0,1,1,,,,390,390,390.0,HJHFJAOG_00010,MLMIAKCI_02037,2_refound_35,
group_1388,,hypothetical protein,2,2,1.0,172,1,,,,246,960,603.0,,MLMIAKCI_00752,AOHABJFI_00403,
group_1382,,hypothetical protein,2,2,1.0,170,1,,,,180,180,180.0,,MLMIAKCI_01034,AOHABJFI_00406,
group_1380,,hypothetical protein,2,2,1.0,168,1,,,,762,762,762.0,,MLMIAKCI_01412,,LCPJMJGF_00282
slpH,slpH,S-layer protein,2,2,1.0,167,2,,,,1347,1347,1347.0,HJHFJAOG_00676,,AOHABJFI_02088,
group_1334,,hypothetical protein,2,2,1.0,151,12,,,,1815,1815,1815.0,,,AOHABJFI_01261,LCPJMJGF_01545
dhaL,dhaL,PTS-dependent dihydroxyacetone kinase ADP-binding subunit DhaL,2,2,1.0,151,11,,,,585,585,585.0,,,AOHABJFI_01267,LCPJMJGF_01550
benM_2~~~cynR,benM_2;cynR,HTH-type transcriptional regulator BenM;HTH-type transcriptional regulator CynR,2,2,1.0,151,10,,,,837,876,856.5,,,AOHABJFI_01262,LCPJMJGF_01546
group_1333,,hypothetical protein,2,2,1.0,151,9,,,,621,636,628.5,,,AOHABJFI_01263,LCPJMJGF_01547
yflS_2,yflS_2,Putative malate transporter YflS,2,2,1.0,151,8,,,,1416,1416,1416.0,,,AOHABJFI_01259,LCPJMJGF_01543
glpF,glpF,Glycerol uptake facilitator protein,2,2,1.0,151,7,,,,708,708,708.0,,,AOHABJFI_01265,LCPJMJGF_01548
dhaM,dhaM,PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM,2,2,1.0,151,6,,,,372,372,372.0,,,AOHABJFI_01266,LCPJMJGF_01549
group_1331,,hypothetical protein,2,2,1.0,151,4,,,,4716,4716,4716.0,,,AOHABJFI_01269,LCPJMJGF_01552
group_1330,,hypothetical protein,2,2,1.0,151,3,,,,1785,1785,1785.0,,,AOHABJFI_01258,LCPJMJGF_01542
dhaK,dhaK,PTS-dependent dihydroxyacetone kinase dihydroxyacetone-binding subunit DhaK,2,2,1.0,151,2,,,,996,996,996.0,,,AOHABJFI_01268,LCPJMJGF_01551
cysL,cysL,HTH-type transcriptional regulator CysL,2,2,1.0,151,1,,,,885,885,885.0,,,AOHABJFI_01260,LCPJMJGF_01544
group_1329,,hypothetical protein,2,2,1.0,150,1,,,,897,897,897.0,,,AOHABJFI_00940,LCPJMJGF_01452
group_1328,,hypothetical protein,2,2,1.0,149,1,,,,1041,1041,1041.0,,,AOHABJFI_00312,LCPJMJGF_00194
kdsD,kdsD,Arabinose 5-phosphate isomerase KdsD,2,2,1.0,148,8,,,,597,597,597.0,,MLMIAKCI_02327,,LCPJMJGF_01420
licR_2,licR_2,putative licABCH operon regulator,2,2,1.0,148,7,,,,1839,1839,1839.0,,MLMIAKCI_02329,,LCPJMJGF_01422
hxlB,hxlB,3-hexulose-6-phosphate isomerase,2,2,1.0,148,6,,,,543,543,543.0,,MLMIAKCI_02328,,LCPJMJGF_01421
group_1327,,hypothetical protein,2,2,1.0,148,5,,,,519,519,519.0,,MLMIAKCI_02326,,LCPJMJGF_01419
gatA_3~~~gatA_2,gatA_3;gatA_2,PTS system galactitol-specific EIIA component,2,2,1.0,148,4,,,,459,459,459.0,,MLMIAKCI_02323,,LCPJMJGF_01416
gatC_3~~~gatC_2,gatC_3;gatC_2,PTS system galactitol-specific EIIC component,2,2,1.0,148,3,,,,1290,1347,1318.5,,MLMIAKCI_02324,,LCPJMJGF_01417
group_1326,,hypothetical protein,2,2,1.0,148,2,,,,291,291,291.0,,MLMIAKCI_02325,,LCPJMJGF_01418
rpe_2,rpe_2,Ribulose-phosphate 3-epimerase,2,2,1.0,148,1,,,,651,651,651.0,,MLMIAKCI_02322,,LCPJMJGF_01415
group_1325,,hypothetical protein,2,2,1.0,147,2,,,,1032,1182,1107.0,,MLMIAKCI_02044,AOHABJFI_00110,
group_1324,,hypothetical protein,2,2,1.0,147,1,,,,753,753,753.0,,MLMIAKCI_02043,AOHABJFI_00109,
group_1323,,hypothetical protein,2,2,1.0,146,2,,,,690,1668,1179.0,,MLMIAKCI_02042,AOHABJFI_00360,
group_1322,,hypothetical protein,2,2,1.0,146,1,,,,393,393,393.0,,MLMIAKCI_02041,AOHABJFI_00359,
group_1317,,hypothetical protein,2,2,1.0,144,33,,,,432,432,432.0,,MLMIAKCI_01587,AOHABJFI_00694,
group_1315,,hypothetical protein,2,2,1.0,144,31,,,,804,804,804.0,,MLMIAKCI_01577,AOHABJFI_00684,
group_1313,,hypothetical protein,2,2,1.0,144,29,,,,573,573,573.0,,MLMIAKCI_01573,AOHABJFI_00681,
group_1311,,hypothetical protein,2,2,1.0,144,27,,,,672,672,672.0,,MLMIAKCI_01583,AOHABJFI_00690,
group_1309,,hypothetical protein,2,2,1.0,144,25,,,,960,960,960.0,,MLMIAKCI_01581,AOHABJFI_00688,
group_1307,,hypothetical protein,2,2,1.0,144,23,,,,537,537,537.0,,MLMIAKCI_01580,AOHABJFI_00687,
group_1306,,hypothetical protein,2,2,1.0,144,22,,,,1212,1212,1212.0,,MLMIAKCI_01579,AOHABJFI_00686,
group_1304,,hypothetical protein,2,2,1.0,144,20,,,,447,447,447.0,,MLMIAKCI_01588,AOHABJFI_00695,
group_1302,,hypothetical protein,2,2,1.0,144,18,,,,219,219,219.0,,MLMIAKCI_01572,AOHABJFI_00680,
group_1301,,hypothetical protein,2,2,1.0,144,17,,,,546,546,546.0,,MLMIAKCI_01585,AOHABJFI_00692,
group_1300,,hypothetical protein,2,2,1.0,144,16,,,,246,246,246.0,,MLMIAKCI_01589,AOHABJFI_00696,
group_1299,,hypothetical protein,2,2,1.0,144,15,,,,1335,1335,1335.0,,MLMIAKCI_01586,AOHABJFI_00693,
group_1298,,hypothetical protein,2,2,1.0,144,14,,,,420,420,420.0,,MLMIAKCI_01584,AOHABJFI_00691,
group_1294,,hypothetical protein,2,2,1.0,144,10,,,,504,504,504.0,,MLMIAKCI_01570,AOHABJFI_00678,
group_1293,,hypothetical protein,2,2,1.0,144,9,,,,387,387,387.0,,MLMIAKCI_01582,AOHABJFI_00689,
group_1292,,hypothetical protein,2,2,1.0,144,8,,,,147,147,147.0,,MLMIAKCI_01571,AOHABJFI_00679,
group_1290,,hypothetical protein,2,2,1.0,144,6,,,,249,249,249.0,,MLMIAKCI_01569,AOHABJFI_00677,
group_1289,,hypothetical protein,2,2,1.0,144,5,,,,357,357,357.0,,MLMIAKCI_01578,AOHABJFI_00685,
group_1288,,hypothetical protein,2,2,1.0,144,4,,,,1473,1473,1473.0,,MLMIAKCI_01574,AOHABJFI_00682,
group_1287,,hypothetical protein,2,2,1.0,144,3,,,,5478,5478,5478.0,,MLMIAKCI_01590,AOHABJFI_00697,
group_1286,,hypothetical protein,2,3,1.5,144,2,,,,651,1386,911.0,,MLMIAKCI_01576;MLMIAKCI_01575,AOHABJFI_00683,
group_1284,,hypothetical protein,2,2,1.0,143,5,,,,306,306,306.0,,MLMIAKCI_01525,,LCPJMJGF_00131
group_1283,,hypothetical protein,2,2,1.0,143,4,,,,879,879,879.0,,MLMIAKCI_01526,,LCPJMJGF_00130
group_1282,,hypothetical protein,2,2,1.0,143,3,,,,417,1317,867.0,,MLMIAKCI_01528,,LCPJMJGF_00128
group_1281,,hypothetical protein,2,2,1.0,143,2,,,,945,945,945.0,,MLMIAKCI_01527,,LCPJMJGF_00129
group_1280,,hypothetical protein,2,2,1.0,143,1,,,,756,756,756.0,,MLMIAKCI_01524,,LCPJMJGF_00132
group_1279,,IS982 family transposase ISLh1,2,2,1.0,142,25,,,,360,360,360.0,,MLMIAKCI_01116,AOHABJFI_01121,
group_1278,,hypothetical protein,2,2,1.0,142,24,,,,228,228,228.0,,MLMIAKCI_01114,AOHABJFI_01119,
group_1277,,hypothetical protein,2,2,1.0,142,23,,,,399,399,399.0,,MLMIAKCI_01118,AOHABJFI_01123,
gatB_1,gatB_1,PTS system galactitol-specific EIIB component,2,2,1.0,142,20,,,,294,294,294.0,,MLMIAKCI_01111,AOHABJFI_01116,
gatC_1,gatC_1,PTS system galactitol-specific EIIC component,2,2,1.0,142,19,,,,1392,1392,1392.0,,MLMIAKCI_01112,AOHABJFI_01117,
group_1274,,hypothetical protein,2,2,1.0,142,18,,,,234,234,234.0,,MLMIAKCI_01117,AOHABJFI_01122,
group_1272,,hypothetical protein,2,2,1.0,142,16,,,,237,237,237.0,,MLMIAKCI_01120,AOHABJFI_01125,
group_1271,,hypothetical protein,2,2,1.0,142,14,,,,240,240,240.0,,MLMIAKCI_01119,AOHABJFI_01124,
gatA_1,gatA_1,PTS system galactitol-specific EIIA component,2,2,1.0,142,13,,,,492,492,492.0,,MLMIAKCI_01113,AOHABJFI_01118,
bcgIB,bcgIB,Type II restriction enzyme BgcI specificity subunit S.BcgI,2,2,1.0,142,12,,,,1110,1134,1122.0,,MLMIAKCI_01106,AOHABJFI_01111,
araD_1,araD_1,L-ribulose-5-phosphate 4-epimerase,2,2,1.0,142,11,,,,729,729,729.0,,MLMIAKCI_01109,AOHABJFI_01114,
group_1270,,hypothetical protein,2,2,1.0,142,10,,,,309,309,309.0,,MLMIAKCI_01105,AOHABJFI_01110,
group_1269,,hypothetical protein,2,2,1.0,142,9,,,,141,141,141.0,,MLMIAKCI_01104,AOHABJFI_01109,
group_1268,,IS982 family transposase ISLhe7,2,2,1.0,142,8,,,,597,597,597.0,,MLMIAKCI_01108,AOHABJFI_01113,
group_1267,,hypothetical protein,2,2,1.0,142,7,,,,222,222,222.0,,MLMIAKCI_01115,AOHABJFI_01120,
bcgIA,bcgIA,Type II restriction enzyme and methyltransferase RM.BcgI,2,2,1.0,142,5,,,,2067,2067,2067.0,,MLMIAKCI_01107,AOHABJFI_01112,
group_1264,,hypothetical protein,2,2,1.0,142,3,,,,2109,2109,2109.0,,MLMIAKCI_01110,AOHABJFI_01115,
group_1263,,hypothetical protein,2,2,1.0,142,2,,,,150,150,150.0,,MLMIAKCI_01103,AOHABJFI_01108,
group_1261,,hypothetical protein,2,2,1.0,141,64,,,,156,156,156.0,,MLMIAKCI_01611,AOHABJFI_01143,
group_1259,,hypothetical protein,2,2,1.0,141,62,,,,399,399,399.0,,MLMIAKCI_01609,AOHABJFI_01145,
group_1258,,hypothetical protein,2,2,1.0,141,61,,,,258,258,258.0,,MLMIAKCI_01608,AOHABJFI_01146,
group_1257,,hypothetical protein,2,2,1.0,141,60,,,,399,399,399.0,,MLMIAKCI_00954,AOHABJFI_00634,
group_1256,,hypothetical protein,2,2,1.0,141,59,,,,399,399,399.0,,MLMIAKCI_00935,AOHABJFI_00652,
group_1254,,hypothetical protein,2,2,1.0,141,57,,,,849,849,849.0,,MLMIAKCI_01597,AOHABJFI_01154,
group_1245,,hypothetical protein,2,2,1.0,141,48,,,,402,402,402.0,,MLMIAKCI_01606,AOHABJFI_01148,
group_1244,,hypothetical protein,2,2,1.0,141,47,,,,168,216,192.0,,MLMIAKCI_00925,AOHABJFI_00663,
group_1242,,hypothetical protein,2,2,1.0,141,45,,,,168,168,168.0,,MLMIAKCI_00930,AOHABJFI_00657,
group_1241,,hypothetical protein,2,2,1.0,141,44,,,,1122,1122,1122.0,,MLMIAKCI_01610,AOHABJFI_01144,
group_1240,,hypothetical protein,2,2,1.0,141,43,,,,249,474,361.5,,MLMIAKCI_01594,AOHABJFI_01157,
group_1231,,hypothetical protein,2,2,1.0,141,34,,,,210,210,210.0,,MLMIAKCI_01612,AOHABJFI_01142,
group_1230,,hypothetical protein,2,2,1.0,141,33,,,,210,210,210.0,,MLMIAKCI_01607,AOHABJFI_01147,
group_1229,,hypothetical protein,2,2,1.0,141,32,,,,339,339,339.0,,MLMIAKCI_00937,AOHABJFI_00650,
group_1228,,hypothetical protein,2,2,1.0,141,31,,,,210,210,210.0,,MLMIAKCI_00933,AOHABJFI_00654,
group_1227,,hypothetical protein,2,2,1.0,141,30,,,,237,237,237.0,,MLMIAKCI_00929,AOHABJFI_00658,
group_1226,,hypothetical protein,2,2,1.0,141,29,,,,300,300,300.0,,MLMIAKCI_00927,AOHABJFI_00661,
group_1225,,hypothetical protein,2,2,1.0,141,28,,,,384,384,384.0,,MLMIAKCI_01603,AOHABJFI_01151,
group_1224,,hypothetical protein,2,2,1.0,141,27,,,,1044,1044,1044.0,,MLMIAKCI_00939,AOHABJFI_00648,
group_1223,,hypothetical protein,2,2,1.0,141,26,,,,180,180,180.0,,MLMIAKCI_01605,AOHABJFI_01149,
group_1219,xerC_3,Tyrosine recombinase XerC,2,2,1.0,141,20,,,,1149,1149,1149.0,,MLMIAKCI_00938,AOHABJFI_00649,
group_1217,,hypothetical protein,2,2,1.0,141,18,,,,2055,2175,2115.0,,MLMIAKCI_01599,AOHABJFI_01152,
group_1216,,hypothetical protein,2,2,1.0,141,17,,,,363,369,366.0,,MLMIAKCI_01595,AOHABJFI_01156,
immR,immR,HTH-type transcriptional regulator ImmR,2,2,1.0,141,15,,,,348,348,348.0,,MLMIAKCI_00934,AOHABJFI_00653,
group_1215,,hypothetical protein,2,2,1.0,141,14,,,,417,417,417.0,,MLMIAKCI_00928,AOHABJFI_00660,
group_1214,,hypothetical protein,2,2,1.0,141,13,,,,594,594,594.0,,MLMIAKCI_00936,AOHABJFI_00651,
group_1213,,hypothetical protein,2,2,1.0,141,12,,,,219,219,219.0,,MLMIAKCI_00931,AOHABJFI_00656,
group_1209,,hypothetical protein,2,2,1.0,141,8,,,,246,246,246.0,,MLMIAKCI_00926,AOHABJFI_00662,
group_1207,,hypothetical protein,2,2,1.0,141,6,,,,597,597,597.0,,MLMIAKCI_01604,AOHABJFI_01150,
group_1204,,hypothetical protein,2,2,1.0,141,3,,,,1068,1089,1078.5,,MLMIAKCI_01598,AOHABJFI_01153,
group_1203,,hypothetical protein,2,2,1.0,141,2,,,,744,744,744.0,,MLMIAKCI_00932,AOHABJFI_00655,
group_1202,,hypothetical protein,2,2,1.0,141,1,,,,1182,1182,1182.0,,MLMIAKCI_01596,AOHABJFI_01155,
group_1200,,hypothetical protein,2,2,1.0,140,50,,,,432,432,432.0,,MLMIAKCI_00789,AOHABJFI_00363,
group_1198,,hypothetical protein,2,2,1.0,140,48,,,,264,264,264.0,,MLMIAKCI_00762,AOHABJFI_00388,
group_1197,,hypothetical protein,2,2,1.0,140,47,,,,606,606,606.0,,MLMIAKCI_00756,AOHABJFI_00399,
group_1196,,hypothetical protein,2,2,1.0,140,46,,,,204,204,204.0,,MLMIAKCI_00759,AOHABJFI_00396,
group_1194,,hypothetical protein,2,2,1.0,140,44,,,,498,498,498.0,,MLMIAKCI_00776,AOHABJFI_00376,
group_1191,,hypothetical protein,2,2,1.0,140,41,,,,1191,1191,1191.0,,MLMIAKCI_00781,AOHABJFI_00371,
group_1190,,hypothetical protein,2,2,1.0,140,40,,,,798,801,799.5,,MLMIAKCI_00779,AOHABJFI_00373,
group_1189,,hypothetical protein,2,2,1.0,140,39,,,,5076,5208,5142.0,,MLMIAKCI_00791,AOHABJFI_00361,
group_1188,,hypothetical protein,2,2,1.0,140,38,,,,369,369,369.0,,MLMIAKCI_00790,AOHABJFI_00362,
group_1187,,hypothetical protein,2,2,1.0,140,37,,,,261,378,319.5,,MLMIAKCI_00758,AOHABJFI_00397,
group_1186,,hypothetical protein,2,2,1.0,140,36,,,,1458,1458,1458.0,,MLMIAKCI_00777,AOHABJFI_00375,
group_1183,,hypothetical protein,2,2,1.0,140,33,,,,531,531,531.0,,MLMIAKCI_00787,AOHABJFI_00365,
group_1179,,hypothetical protein,2,2,1.0,140,29,,,,156,180,168.0,,MLMIAKCI_00764,AOHABJFI_00386,
group_1176,,hypothetical protein,2,2,1.0,140,26,,,,567,567,567.0,,MLMIAKCI_00782,AOHABJFI_00370,
group_1175,,hypothetical protein,2,2,1.0,140,25,,,,309,309,309.0,,MLMIAKCI_00757,AOHABJFI_00398,
group_1174,,hypothetical protein,2,2,1.0,140,24,,,,1422,1422,1422.0,,MLMIAKCI_00778,AOHABJFI_00374,
group_1168,,hypothetical protein,2,2,1.0,140,18,,,,213,213,213.0,,MLMIAKCI_00755,AOHABJFI_00400,
group_1167,,hypothetical protein,2,2,1.0,140,17,,,,1041,1041,1041.0,,MLMIAKCI_00783,AOHABJFI_00369,
group_1165,,hypothetical protein,2,2,1.0,140,15,,,,390,390,390.0,,MLMIAKCI_00784,AOHABJFI_00368,
group_1163,,hypothetical protein,2,2,1.0,140,13,,,,381,381,381.0,,MLMIAKCI_00765,AOHABJFI_00385,
group_1162,,hypothetical protein,2,2,1.0,140,12,,,,348,348,348.0,,MLMIAKCI_00780,AOHABJFI_00372,
group_1160,,hypothetical protein,2,2,1.0,140,10,,,,597,597,597.0,,MLMIAKCI_00785,AOHABJFI_00367,
group_1158,,hypothetical protein,2,2,1.0,140,8,,,,456,456,456.0,,MLMIAKCI_00786,AOHABJFI_00366,
group_1157,,hypothetical protein,2,2,1.0,140,7,,,,1170,1170,1170.0,,MLMIAKCI_00788,AOHABJFI_00364,
group_1156,,hypothetical protein,2,2,1.0,140,6,,,,180,198,189.0,,MLMIAKCI_00771,AOHABJFI_00381,
group_1155,,hypothetical protein,2,2,1.0,140,5,,,,174,1173,673.5,,MLMIAKCI_00774,AOHABJFI_00379,
group_1154,,hypothetical protein,2,2,1.0,140,3,,,,231,231,231.0,,MLMIAKCI_00770,AOHABJFI_00382,
group_1153,,hypothetical protein,2,2,1.0,140,2,,,,522,552,537.0,,MLMIAKCI_00768,AOHABJFI_00384,
group_1151,msrC,Free methionine-R-sulfoxide reductase,2,2,1.0,139,1,,,,405,405,405.0,,MLMIAKCI_00744,AOHABJFI_00506,
group_1150,,hypothetical protein,2,2,1.0,138,1,,,,609,609,609.0,,MLMIAKCI_00617,AOHABJFI_00505,
group_1149,,hypothetical protein,2,2,1.0,137,2,,,,315,315,315.0,,MLMIAKCI_00614,AOHABJFI_00424,
group_1148,,hypothetical protein,2,2,1.0,137,1,,,,231,231,231.0,,MLMIAKCI_00613,AOHABJFI_00425,
group_1147,,hypothetical protein,2,2,1.0,136,1,,,,261,261,261.0,,MLMIAKCI_00573,,LCPJMJGF_01382
group_1146,,IS256 family transposase IS1201,2,2,1.0,135,1,,,,1179,1179,1179.0,,MLMIAKCI_00568,,LCPJMJGF_00360
group_1144,,hypothetical protein,2,2,1.0,133,2,,,,876,876,876.0,,MLMIAKCI_00528,AOHABJFI_00404,
group_1143,,hypothetical protein,2,2,1.0,133,1,,,,378,378,378.0,,MLMIAKCI_00527,AOHABJFI_00405,
group_1142,,IS110 family transposase ISSpn10,2,2,1.0,132,1,,,,1242,1242,1242.0,,MLMIAKCI_00476,AOHABJFI_00305,
group_1138,,hypothetical protein,2,2,1.0,130,2,,,,564,564,564.0,,MLMIAKCI_00359,AOHABJFI_00297,
group_1134,,hypothetical protein,2,2,1.0,128,4,,,,204,204,204.0,,MLMIAKCI_00191,AOHABJFI_00006,
group_1133,,hypothetical protein,2,2,1.0,128,3,,,,351,1371,861.0,,MLMIAKCI_00194,AOHABJFI_00009,
group_1132,mgtA_1,Magnesium-transporting ATPase P-type 1,2,2,1.0,128,2,,,,1875,1875,1875.0,,MLMIAKCI_00193,AOHABJFI_00008,
group_1131,,Calcium-transporting ATPase 1,2,2,1.0,128,1,,,,288,288,288.0,,MLMIAKCI_00192,AOHABJFI_00007,
gmuR_1~~~gmuR_2,gmuR_1;gmuR_2,HTH-type transcriptional regulator GmuR,2,2,1.0,126,6,,,,414,705,559.5,,MLMIAKCI_00057,,LCPJMJGF_01688
group_1126,,hypothetical protein,2,2,1.0,126,5,,,,627,657,642.0,,MLMIAKCI_00055,,LCPJMJGF_01690
rihA,rihA,Pyrimidine-specific ribonucleoside hydrolase RihA,2,2,1.0,126,4,,,,927,927,927.0,,MLMIAKCI_00054,,LCPJMJGF_01691
group_1125,,hypothetical protein,2,2,1.0,126,3,,,,516,516,516.0,,MLMIAKCI_00053,,LCPJMJGF_01692
group_1124,urdA_1,Urocanate reductase,2,2,1.0,126,2,,,,267,267,267.0,,MLMIAKCI_00052,,LCPJMJGF_01693
bglA,bglA,6-phospho-beta-glucosidase BglA,2,2,1.0,126,1,,,,1449,1449,1449.0,,MLMIAKCI_00056,,LCPJMJGF_01689
group_1123,,hypothetical protein,2,2,1.0,124,14,,,,111,111,111.0,,MLMIAKCI_00030,AOHABJFI_00631,
group_1121,,hypothetical protein,2,2,1.0,124,12,,,,387,387,387.0,,MLMIAKCI_00032,AOHABJFI_00629,
group_1119,,hypothetical protein,2,2,1.0,124,10,,,,189,237,213.0,,MLMIAKCI_00029,AOHABJFI_00632,
group_1115,,hypothetical protein,2,2,1.0,124,6,,,,207,207,207.0,,MLMIAKCI_00035,AOHABJFI_00626,
group_1113,,hypothetical protein,2,2,1.0,124,4,,,,348,348,348.0,,MLMIAKCI_00036,AOHABJFI_00625,
group_1110,xerC_1,Tyrosine recombinase XerC,2,2,1.0,124,1,,,,1113,1113,1113.0,,MLMIAKCI_00038,AOHABJFI_00623,
fadR,fadR,Fatty acid metabolism regulator protein,2,2,1.0,123,5,,,,702,702,702.0,,MLMIAKCI_00009,AOHABJFI_02309,
tdh_1~~~adh_2,tdh_1;adh_2,L-threonine 3-dehydrogenase;Alcohol dehydrogenase,2,2,1.0,123,4,,,,735,900,817.5,,MLMIAKCI_00011,AOHABJFI_02311,
hmp,hmp,Flavohemoprotein,2,2,1.0,123,3,,,,696,696,696.0,,MLMIAKCI_00007,AOHABJFI_02307,
group_1109,,hypothetical protein,2,2,1.0,123,2,,,,1530,1530,1530.0,,MLMIAKCI_00008,AOHABJFI_02308,
