group_329,,hypothetical protein,HJHFJAOG_00305,MLMIAKCI_00693,AOHABJFI_01038,
group_326,,hypothetical protein,HJHFJAOG_00304,MLMIAKCI_00692,AOHABJFI_01039,
group_304,,IS4 family transposase IS1675,HJHFJAOG_00250,MLMIAKCI_00478,,LCPJMJGF_00271
group_303,,IS110 family transposase ISLhe4,HJHFJAOG_00249,MLMIAKCI_00477,,LCPJMJGF_00270
group_302,,hypothetical protein,HJHFJAOG_00247,MLMIAKCI_00575,AOHABJFI_00421,
group_301,,hypothetical protein,HJHFJAOG_00248,MLMIAKCI_00574,AOHABJFI_00420,
group_297,,hypothetical protein,HJHFJAOG_01896,MLMIAKCI_00604,AOHABJFI_00151,
group_296,,hypothetical protein,HJHFJAOG_02074,MLMIAKCI_00608,AOHABJFI_00155,
group_294,,hypothetical protein,HJHFJAOG_01902,1_refound_14_pseudo,2_refound_26_pseudo,
group_293,,hypothetical protein,HJHFJAOG_01923,MLMIAKCI_00974,AOHABJFI_00125;AOHABJFI_00124,
group_292,,hypothetical protein,HJHFJAOG_01903,MLMIAKCI_00598,AOHABJFI_00145,
group_289,,hypothetical protein,HJHFJAOG_00245,MLMIAKCI_00606,AOHABJFI_00153,
group_288,,hypothetical protein,HJHFJAOG_01895,MLMIAKCI_00605,AOHABJFI_00152,
group_287,,hypothetical protein,HJHFJAOG_02073,MLMIAKCI_00609,AOHABJFI_00156,
group_285,,hypothetical protein,HJHFJAOG_02072,MLMIAKCI_00610,AOHABJFI_00157,
group_284,,ISL3 family transposase ISLhe2,HJHFJAOG_01905,MLMIAKCI_00596,AOHABJFI_00143,
group_282,,hypothetical protein,HJHFJAOG_01904,MLMIAKCI_00597,AOHABJFI_00144,
group_274,,hypothetical protein,HJHFJAOG_02075;HJHFJAOG_00244,MLMIAKCI_00607,AOHABJFI_00154,
group_272,,hypothetical protein,HJHFJAOG_00241,MLMIAKCI_00469,AOHABJFI_00301,
uup_5,uup_5,ATP-binding protein Uup,HJHFJAOG_00239,MLMIAKCI_00426,AOHABJFI_00249,
group_271,,hypothetical protein,HJHFJAOG_00238,MLMIAKCI_00425,AOHABJFI_00248,
rppH_1,rppH_1;,RNA pyrophosphohydrolase;Nudix hydrolase,HJHFJAOG_00235,MLMIAKCI_00223,AOHABJFI_01624,
group_143,,hypothetical protein,HJHFJAOG_00177,,AOHABJFI_00175,LCPJMJGF_00244
group_136,,hypothetical protein,HJHFJAOG_00173,MLMIAKCI_00747,AOHABJFI_00473,
cas9_1,cas9_1,CRISPR-associated endonuclease Cas9,HJHFJAOG_00172,MLMIAKCI_00362,AOHABJFI_00185,
msrD,msrD,putative macrolide resistance translation factor MsrD,,MLMIAKCI_00408,AOHABJFI_01858,LCPJMJGF_01244
group_134,,hypothetical protein,HJHFJAOG_01716,MLMIAKCI_01145,AOHABJFI_01679,
group_132,,L-lactate oxidase,,MLMIAKCI_00134,AOHABJFI_01685,LCPJMJGF_01250
group_127,,hypothetical protein,HJHFJAOG_01713,MLMIAKCI_01147,AOHABJFI_01681;AOHABJFI_01682,
group_126,,hypothetical protein,,MLMIAKCI_00407,AOHABJFI_01857,LCPJMJGF_01245
group_119,,hypothetical protein,HJHFJAOG_00165,1_refound_7,AOHABJFI_00251,
group_98,,hypothetical protein,HJHFJAOG_01351,MLMIAKCI_01063,AOHABJFI_02117,
group_97,,hypothetical protein,HJHFJAOG_00389,MLMIAKCI_01100,,LCPJMJGF_02096
group_92,,hypothetical protein,HJHFJAOG_01365,MLMIAKCI_01049,AOHABJFI_02103,
group_89,,hypothetical protein,HJHFJAOG_00128,MLMIAKCI_01035,AOHABJFI_01477,
plsC,plsC,1-acyl-sn-glycerol-3-phosphate acyltransferase,HJHFJAOG_00110,MLMIAKCI_01976,AOHABJFI_01320,
yfiC,yfiC,tRNA1(Val) (adenine(37)-N6)-methyltransferase,HJHFJAOG_00109,MLMIAKCI_01975,AOHABJFI_01321,
cfa,cfa,Cyclopropane-fatty-acyl-phospholipid synthase,HJHFJAOG_00111,MLMIAKCI_01977,AOHABJFI_01319,
group_8,,hypothetical protein,HJHFJAOG_00009,MLMIAKCI_02036,2_refound_33_pseudo,
group_7,,hypothetical protein,HJHFJAOG_00005,MLMIAKCI_02032,AOHABJFI_00431,
group_6,,hypothetical protein,HJHFJAOG_00006,MLMIAKCI_02033,AOHABJFI_00231;AOHABJFI_00230,
group_5,,hypothetical protein,HJHFJAOG_00007,MLMIAKCI_02034,AOHABJFI_00232,
group_3,,hypothetical protein,HJHFJAOG_00011,MLMIAKCI_02038,AOHABJFI_00736,
group_2,,hypothetical protein,HJHFJAOG_00008,MLMIAKCI_02035,AOHABJFI_00233,
chpB,chpB,Endoribonuclease toxin ChpB,HJHFJAOG_00004,MLMIAKCI_02031,AOHABJFI_00432,
group_0,,hypothetical protein,HJHFJAOG_00010,MLMIAKCI_02037,2_refound_35_pseudo,
group_1388,,hypothetical protein,,MLMIAKCI_00752,AOHABJFI_00403,
group_1382,,hypothetical protein,,MLMIAKCI_01034,AOHABJFI_00406,
group_1380,,hypothetical protein,,MLMIAKCI_01412,,LCPJMJGF_00282
slpH,slpH,S-layer protein,HJHFJAOG_00676,,AOHABJFI_02088,
group_1334,,hypothetical protein,,,AOHABJFI_01261,LCPJMJGF_01545
dhaL,dhaL,PTS-dependent dihydroxyacetone kinase ADP-binding subunit DhaL,,,AOHABJFI_01267,LCPJMJGF_01550
benM_2~~~cynR,benM_2;cynR,HTH-type transcriptional regulator BenM;HTH-type transcriptional regulator CynR,,,AOHABJFI_01262,LCPJMJGF_01546
group_1333,,hypothetical protein,,,AOHABJFI_01263,LCPJMJGF_01547
yflS_2,yflS_2,Putative malate transporter YflS,,,AOHABJFI_01259,LCPJMJGF_01543
glpF,glpF,Glycerol uptake facilitator protein,,,AOHABJFI_01265,LCPJMJGF_01548
dhaM,dhaM,PTS-dependent dihydroxyacetone kinase phosphotransferase subunit DhaM,,,AOHABJFI_01266,LCPJMJGF_01549
group_1331,,hypothetical protein,,,AOHABJFI_01269,LCPJMJGF_01552
group_1330,,hypothetical protein,,,AOHABJFI_01258,LCPJMJGF_01542
dhaK,dhaK,PTS-dependent dihydroxyacetone kinase dihydroxyacetone-binding subunit DhaK,,,AOHABJFI_01268,LCPJMJGF_01551
cysL,cysL,HTH-type transcriptional regulator CysL,,,AOHABJFI_01260,LCPJMJGF_01544
group_1329,,hypothetical protein,,,AOHABJFI_00940,LCPJMJGF_01452
group_1328,,hypothetical protein,,,AOHABJFI_00312,LCPJMJGF_00194
kdsD,kdsD,Arabinose 5-phosphate isomerase KdsD,,MLMIAKCI_02327,,LCPJMJGF_01420
licR_2,licR_2,putative licABCH operon regulator,,MLMIAKCI_02329,,LCPJMJGF_01422
hxlB,hxlB,3-hexulose-6-phosphate isomerase,,MLMIAKCI_02328,,LCPJMJGF_01421
group_1327,,hypothetical protein,,MLMIAKCI_02326,,LCPJMJGF_01419
gatA_3~~~gatA_2,gatA_3;gatA_2,PTS system galactitol-specific EIIA component,,MLMIAKCI_02323,,LCPJMJGF_01416
gatC_3~~~gatC_2,gatC_3;gatC_2,PTS system galactitol-specific EIIC component,,MLMIAKCI_02324,,LCPJMJGF_01417
group_1326,,hypothetical protein,,MLMIAKCI_02325,,LCPJMJGF_01418
rpe_2,rpe_2,Ribulose-phosphate 3-epimerase,,MLMIAKCI_02322,,LCPJMJGF_01415
group_1325,,hypothetical protein,,MLMIAKCI_02044,AOHABJFI_00110,
group_1324,,hypothetical protein,,MLMIAKCI_02043,AOHABJFI_00109,
group_1323,,hypothetical protein,,MLMIAKCI_02042,AOHABJFI_00360,
group_1322,,hypothetical protein,,MLMIAKCI_02041,AOHABJFI_00359,
group_1317,,hypothetical protein,,MLMIAKCI_01587,AOHABJFI_00694,
group_1315,,hypothetical protein,,MLMIAKCI_01577,AOHABJFI_00684,
group_1313,,hypothetical protein,,MLMIAKCI_01573,AOHABJFI_00681,
group_1311,,hypothetical protein,,MLMIAKCI_01583,AOHABJFI_00690,
group_1309,,hypothetical protein,,MLMIAKCI_01581,AOHABJFI_00688,
group_1307,,hypothetical protein,,MLMIAKCI_01580,AOHABJFI_00687,
group_1306,,hypothetical protein,,MLMIAKCI_01579,AOHABJFI_00686,
group_1304,,hypothetical protein,,MLMIAKCI_01588,AOHABJFI_00695,
group_1302,,hypothetical protein,,MLMIAKCI_01572,AOHABJFI_00680,
group_1301,,hypothetical protein,,MLMIAKCI_01585,AOHABJFI_00692,
group_1300,,hypothetical protein,,MLMIAKCI_01589,AOHABJFI_00696,
group_1299,,hypothetical protein,,MLMIAKCI_01586,AOHABJFI_00693,
group_1298,,hypothetical protein,,MLMIAKCI_01584,AOHABJFI_00691,
group_1294,,hypothetical protein,,MLMIAKCI_01570,AOHABJFI_00678,
group_1293,,hypothetical protein,,MLMIAKCI_01582,AOHABJFI_00689,
group_1292,,hypothetical protein,,MLMIAKCI_01571,AOHABJFI_00679,
group_1290,,hypothetical protein,,MLMIAKCI_01569,AOHABJFI_00677,
group_1289,,hypothetical protein,,MLMIAKCI_01578,AOHABJFI_00685,
group_1288,,hypothetical protein,,MLMIAKCI_01574,AOHABJFI_00682,
group_1287,,hypothetical protein,,MLMIAKCI_01590,AOHABJFI_00697,
group_1286,,hypothetical protein,,MLMIAKCI_01576;MLMIAKCI_01575,AOHABJFI_00683,
group_1284,,hypothetical protein,,MLMIAKCI_01525,,LCPJMJGF_00131
group_1283,,hypothetical protein,,MLMIAKCI_01526,,LCPJMJGF_00130
group_1282,,hypothetical protein,,MLMIAKCI_01528,,LCPJMJGF_00128
group_1281,,hypothetical protein,,MLMIAKCI_01527,,LCPJMJGF_00129
group_1280,,hypothetical protein,,MLMIAKCI_01524,,LCPJMJGF_00132
group_1279,,IS982 family transposase ISLh1,,MLMIAKCI_01116,AOHABJFI_01121,
group_1278,,hypothetical protein,,MLMIAKCI_01114,AOHABJFI_01119,
group_1277,,hypothetical protein,,MLMIAKCI_01118,AOHABJFI_01123,
gatB_1,gatB_1,PTS system galactitol-specific EIIB component,,MLMIAKCI_01111,AOHABJFI_01116,
gatC_1,gatC_1,PTS system galactitol-specific EIIC component,,MLMIAKCI_01112,AOHABJFI_01117,
group_1274,,hypothetical protein,,MLMIAKCI_01117,AOHABJFI_01122,
group_1272,,hypothetical protein,,MLMIAKCI_01120,AOHABJFI_01125,
group_1271,,hypothetical protein,,MLMIAKCI_01119,AOHABJFI_01124,
gatA_1,gatA_1,PTS system galactitol-specific EIIA component,,MLMIAKCI_01113,AOHABJFI_01118,
bcgIB,bcgIB,Type II restriction enzyme BgcI specificity subunit S.BcgI,,MLMIAKCI_01106,AOHABJFI_01111,
araD_1,araD_1,L-ribulose-5-phosphate 4-epimerase,,MLMIAKCI_01109,AOHABJFI_01114,
group_1270,,hypothetical protein,,MLMIAKCI_01105,AOHABJFI_01110,
group_1269,,hypothetical protein,,MLMIAKCI_01104,AOHABJFI_01109,
group_1268,,IS982 family transposase ISLhe7,,MLMIAKCI_01108,AOHABJFI_01113,
group_1267,,hypothetical protein,,MLMIAKCI_01115,AOHABJFI_01120,
bcgIA,bcgIA,Type II restriction enzyme and methyltransferase RM.BcgI,,MLMIAKCI_01107,AOHABJFI_01112,
group_1264,,hypothetical protein,,MLMIAKCI_01110,AOHABJFI_01115,
group_1263,,hypothetical protein,,MLMIAKCI_01103,AOHABJFI_01108,
group_1261,,hypothetical protein,,MLMIAKCI_01611,AOHABJFI_01143,
group_1259,,hypothetical protein,,MLMIAKCI_01609,AOHABJFI_01145,
group_1258,,hypothetical protein,,MLMIAKCI_01608,AOHABJFI_01146,
group_1257,,hypothetical protein,,MLMIAKCI_00954,AOHABJFI_00634,
group_1256,,hypothetical protein,,MLMIAKCI_00935,AOHABJFI_00652,
group_1254,,hypothetical protein,,MLMIAKCI_01597,AOHABJFI_01154,
group_1245,,hypothetical protein,,MLMIAKCI_01606,AOHABJFI_01148,
group_1244,,hypothetical protein,,MLMIAKCI_00925,AOHABJFI_00663,
group_1242,,hypothetical protein,,MLMIAKCI_00930,AOHABJFI_00657,
group_1241,,hypothetical protein,,MLMIAKCI_01610,AOHABJFI_01144,
group_1240,,hypothetical protein,,MLMIAKCI_01594,AOHABJFI_01157,
group_1231,,hypothetical protein,,MLMIAKCI_01612,AOHABJFI_01142,
group_1230,,hypothetical protein,,MLMIAKCI_01607,AOHABJFI_01147,
group_1229,,hypothetical protein,,MLMIAKCI_00937,AOHABJFI_00650,
group_1228,,hypothetical protein,,MLMIAKCI_00933,AOHABJFI_00654,
group_1227,,hypothetical protein,,MLMIAKCI_00929,AOHABJFI_00658,
group_1226,,hypothetical protein,,MLMIAKCI_00927,AOHABJFI_00661,
group_1225,,hypothetical protein,,MLMIAKCI_01603,AOHABJFI_01151,
group_1224,,hypothetical protein,,MLMIAKCI_00939,AOHABJFI_00648,
group_1223,,hypothetical protein,,MLMIAKCI_01605,AOHABJFI_01149,
group_1219,xerC_3,Tyrosine recombinase XerC,,MLMIAKCI_00938,AOHABJFI_00649,
group_1217,,hypothetical protein,,MLMIAKCI_01599,AOHABJFI_01152,
group_1216,,hypothetical protein,,MLMIAKCI_01595,AOHABJFI_01156,
immR,immR,HTH-type transcriptional regulator ImmR,,MLMIAKCI_00934,AOHABJFI_00653,
group_1215,,hypothetical protein,,MLMIAKCI_00928,AOHABJFI_00660,
group_1214,,hypothetical protein,,MLMIAKCI_00936,AOHABJFI_00651,
group_1213,,hypothetical protein,,MLMIAKCI_00931,AOHABJFI_00656,
group_1209,,hypothetical protein,,MLMIAKCI_00926,AOHABJFI_00662,
group_1207,,hypothetical protein,,MLMIAKCI_01604,AOHABJFI_01150,
group_1204,,hypothetical protein,,MLMIAKCI_01598,AOHABJFI_01153,
group_1203,,hypothetical protein,,MLMIAKCI_00932,AOHABJFI_00655,
group_1202,,hypothetical protein,,MLMIAKCI_01596,AOHABJFI_01155,
group_1200,,hypothetical protein,,MLMIAKCI_00789,AOHABJFI_00363,
group_1198,,hypothetical protein,,MLMIAKCI_00762,AOHABJFI_00388,
group_1197,,hypothetical protein,,MLMIAKCI_00756,AOHABJFI_00399,
group_1196,,hypothetical protein,,MLMIAKCI_00759,AOHABJFI_00396,
group_1194,,hypothetical protein,,MLMIAKCI_00776,AOHABJFI_00376,
group_1191,,hypothetical protein,,MLMIAKCI_00781,AOHABJFI_00371,
group_1190,,hypothetical protein,,MLMIAKCI_00779,AOHABJFI_00373,
group_1189,,hypothetical protein,,MLMIAKCI_00791,AOHABJFI_00361,
group_1188,,hypothetical protein,,MLMIAKCI_00790,AOHABJFI_00362,
group_1187,,hypothetical protein,,MLMIAKCI_00758,AOHABJFI_00397,
group_1186,,hypothetical protein,,MLMIAKCI_00777,AOHABJFI_00375,
group_1183,,hypothetical protein,,MLMIAKCI_00787,AOHABJFI_00365,
group_1179,,hypothetical protein,,MLMIAKCI_00764,AOHABJFI_00386,
group_1176,,hypothetical protein,,MLMIAKCI_00782,AOHABJFI_00370,
group_1175,,hypothetical protein,,MLMIAKCI_00757,AOHABJFI_00398,
group_1174,,hypothetical protein,,MLMIAKCI_00778,AOHABJFI_00374,
group_1168,,hypothetical protein,,MLMIAKCI_00755,AOHABJFI_00400,
group_1167,,hypothetical protein,,MLMIAKCI_00783,AOHABJFI_00369,
group_1165,,hypothetical protein,,MLMIAKCI_00784,AOHABJFI_00368,
group_1163,,hypothetical protein,,MLMIAKCI_00765,AOHABJFI_00385,
group_1162,,hypothetical protein,,MLMIAKCI_00780,AOHABJFI_00372,
group_1160,,hypothetical protein,,MLMIAKCI_00785,AOHABJFI_00367,
group_1158,,hypothetical protein,,MLMIAKCI_00786,AOHABJFI_00366,
group_1157,,hypothetical protein,,MLMIAKCI_00788,AOHABJFI_00364,
group_1156,,hypothetical protein,,MLMIAKCI_00771,AOHABJFI_00381,
group_1155,,hypothetical protein,,MLMIAKCI_00774,AOHABJFI_00379,
group_1154,,hypothetical protein,,MLMIAKCI_00770,AOHABJFI_00382,
group_1153,,hypothetical protein,,MLMIAKCI_00768,AOHABJFI_00384,
group_1151,msrC,Free methionine-R-sulfoxide reductase,,MLMIAKCI_00744,AOHABJFI_00506,
group_1150,,hypothetical protein,,MLMIAKCI_00617,AOHABJFI_00505,
group_1149,,hypothetical protein,,MLMIAKCI_00614,AOHABJFI_00424,
group_1148,,hypothetical protein,,MLMIAKCI_00613,AOHABJFI_00425,
group_1147,,hypothetical protein,,MLMIAKCI_00573,,LCPJMJGF_01382
group_1146,,IS256 family transposase IS1201,,MLMIAKCI_00568,,LCPJMJGF_00360
group_1144,,hypothetical protein,,MLMIAKCI_00528,AOHABJFI_00404,
group_1143,,hypothetical protein,,MLMIAKCI_00527,AOHABJFI_00405,
group_1142,,IS110 family transposase ISSpn10,,MLMIAKCI_00476,AOHABJFI_00305,
group_1138,,hypothetical protein,,MLMIAKCI_00359,AOHABJFI_00297,
group_1134,,hypothetical protein,,MLMIAKCI_00191,AOHABJFI_00006,
group_1133,,hypothetical protein,,MLMIAKCI_00194,AOHABJFI_00009,
group_1132,mgtA_1,Magnesium-transporting ATPase P-type 1,,MLMIAKCI_00193,AOHABJFI_00008,
group_1131,,Calcium-transporting ATPase 1,,MLMIAKCI_00192,AOHABJFI_00007,
gmuR_1~~~gmuR_2,gmuR_1;gmuR_2,HTH-type transcriptional regulator GmuR,,MLMIAKCI_00057,,LCPJMJGF_01688
group_1126,,hypothetical protein,,MLMIAKCI_00055,,LCPJMJGF_01690
rihA,rihA,Pyrimidine-specific ribonucleoside hydrolase RihA,,MLMIAKCI_00054,,LCPJMJGF_01691
group_1125,,hypothetical protein,,MLMIAKCI_00053,,LCPJMJGF_01692
group_1124,urdA_1,Urocanate reductase,,MLMIAKCI_00052,,LCPJMJGF_01693
bglA,bglA,6-phospho-beta-glucosidase BglA,,MLMIAKCI_00056,,LCPJMJGF_01689
group_1123,,hypothetical protein,,MLMIAKCI_00030,AOHABJFI_00631,
group_1121,,hypothetical protein,,MLMIAKCI_00032,AOHABJFI_00629,
group_1119,,hypothetical protein,,MLMIAKCI_00029,AOHABJFI_00632,
group_1115,,hypothetical protein,,MLMIAKCI_00035,AOHABJFI_00626,
group_1113,,hypothetical protein,,MLMIAKCI_00036,AOHABJFI_00625,
group_1110,xerC_1,Tyrosine recombinase XerC,,MLMIAKCI_00038,AOHABJFI_00623,
fadR,fadR,Fatty acid metabolism regulator protein,,MLMIAKCI_00009,AOHABJFI_02309,
tdh_1~~~adh_2,tdh_1;adh_2,L-threonine 3-dehydrogenase;Alcohol dehydrogenase,,MLMIAKCI_00011,AOHABJFI_02311,
hmp,hmp,Flavohemoprotein,,MLMIAKCI_00007,AOHABJFI_02307,
group_1109,,hypothetical protein,,MLMIAKCI_00008,AOHABJFI_02308,
group_1108,,hypothetical protein,,MLMIAKCI_00010,AOHABJFI_02310,
group_1096,,hypothetical protein,HJHFJAOG_02043,,AOHABJFI_00014,
group_1093,,hypothetical protein,HJHFJAOG_02039,,,LCPJMJGF_00265
group_1092,,hypothetical protein,HJHFJAOG_02038,,,LCPJMJGF_00264
group_1091,,hypothetical protein,HJHFJAOG_02037,,,LCPJMJGF_00125
uup_13,uup_13,ATP-binding protein Uup,HJHFJAOG_02036,,,LCPJMJGF_00124
group_1090,,hypothetical protein,HJHFJAOG_02035,,,LCPJMJGF_00123
group_1073,,hypothetical protein,HJHFJAOG_01943,,AOHABJFI_02288,
stp,stp,Multidrug resistance protein Stp,HJHFJAOG_01887,,AOHABJFI_02191,
mdtD_1,mdtD_1,Putative multidrug resistance protein MdtD,HJHFJAOG_01886,,AOHABJFI_02190,
group_1046,,hypothetical protein,HJHFJAOG_01839,MLMIAKCI_00354,,
gmuF_2,gmuF_2,putative mannose-6-phosphate isomerase GmuF,HJHFJAOG_01838,MLMIAKCI_00353,,
inuJ,inuJ,Inulosucrase,HJHFJAOG_01833,MLMIAKCI_02367,,
group_1045,,hypothetical protein,HJHFJAOG_01835,MLMIAKCI_02365,,
group_1044,,hypothetical protein,HJHFJAOG_01836,MLMIAKCI_02364,,
group_1043,,hypothetical protein,HJHFJAOG_01834,MLMIAKCI_02366,,
group_1042,,hypothetical protein,HJHFJAOG_01837,MLMIAKCI_02363,,
group_1033,,hypothetical protein,HJHFJAOG_01763,,AOHABJFI_00299,
group_1031,,hypothetical protein,,MLMIAKCI_00123,AOHABJFI_00095,
psd,psd,Phosphatidylserine decarboxylase proenzyme,,MLMIAKCI_01249,,LCPJMJGF_01367
group_854,,hypothetical protein,HJHFJAOG_01326,,AOHABJFI_01457,
group_853,,hypothetical protein,HJHFJAOG_01325,,AOHABJFI_01456,
group_852,,hypothetical protein,,MLMIAKCI_01252,,LCPJMJGF_01363
group_851,,hypothetical protein,,MLMIAKCI_01254,,LCPJMJGF_01361
group_849,,hypothetical protein,,MLMIAKCI_01251,,LCPJMJGF_01364
group_848,,hypothetical protein,,MLMIAKCI_01253,,LCPJMJGF_01362
group_847,,hypothetical protein,,MLMIAKCI_01255,,LCPJMJGF_01360
group_846,,hypothetical protein,,MLMIAKCI_01250,,LCPJMJGF_01365;LCPJMJGF_01366
group_844,,hypothetical protein,HJHFJAOG_01327,,AOHABJFI_01458,
group_843,,hypothetical protein,HJHFJAOG_01324,,AOHABJFI_01455,
msrC,msrC,Free methionine-R-sulfoxide reductase,HJHFJAOG_01316,,,LCPJMJGF_00634
group_789,,hypothetical protein,HJHFJAOG_01123,,AOHABJFI_01185,
group_784,,hypothetical protein,,MLMIAKCI_02057,,LCPJMJGF_01341
group_782,,hypothetical protein,HJHFJAOG_01100,,,LCPJMJGF_01319
potB_2,potB_2,Spermidine/putrescine transport system permease protein PotB,,MLMIAKCI_01728,AOHABJFI_01272,
rihC_2,rihC_2,Non-specific ribonucleoside hydrolase RihC,,MLMIAKCI_01729,AOHABJFI_01273,
group_775,,hypothetical protein,HJHFJAOG_01099,,AOHABJFI_00917,
group_743,,hypothetical protein,HJHFJAOG_00956,MLMIAKCI_00023,,
agrA,agrA,Accessory gene regulator A,HJHFJAOG_00952,MLMIAKCI_00027,,
group_742,,hypothetical protein,HJHFJAOG_00954,MLMIAKCI_00025,,
group_741,,hypothetical protein,HJHFJAOG_00955,MLMIAKCI_00024,,
group_740,,hypothetical protein,HJHFJAOG_00951,MLMIAKCI_00028,,
comA_2,comA_2,Transport/processing ATP-binding protein ComA,HJHFJAOG_00953,MLMIAKCI_00026,,
uup_10~~~uup_16,uup_10;uup_16,ATP-binding protein Uup,,MLMIAKCI_01523,,LCPJMJGF_02078
group_705,,IS30 family transposase ISSag3,HJHFJAOG_01537,,AOHABJFI_01952,
group_700,,hypothetical protein,,MLMIAKCI_01515,,LCPJMJGF_02070
group_697,,hypothetical protein,,MLMIAKCI_01520,,LCPJMJGF_02075
group_695,,hypothetical protein,,MLMIAKCI_01518,,LCPJMJGF_02073
group_694,,hypothetical protein,,MLMIAKCI_01522,,LCPJMJGF_02077
group_693,,hypothetical protein,,MLMIAKCI_01516,,LCPJMJGF_02071
group_692,,hypothetical protein,,MLMIAKCI_01521,,LCPJMJGF_02076
group_690,,hypothetical protein,,MLMIAKCI_01519,,LCPJMJGF_02074
group_689,,hypothetical protein,,MLMIAKCI_01517,,LCPJMJGF_02072
siaT,siaT,Sodium/sialic acid symporter SiaT,,MLMIAKCI_00462,,LCPJMJGF_00972
group_686,,hypothetical protein,HJHFJAOG_00822,MLMIAKCI_00449,,
tnpB_1,tnpB_1;,RNA-guided DNA endonuclease TnpB;IS200/IS605 family transposase ISLhe65,,,AOHABJFI_00766,LCPJMJGF_00979
group_684,,hypothetical protein,HJHFJAOG_01973,MLMIAKCI_00450,,
group_681,,hypothetical protein,,,AOHABJFI_00763,LCPJMJGF_00982
bglK_1,bglK_1,Beta-glucoside kinase,,MLMIAKCI_00459,,LCPJMJGF_00975
nanA,nanA,N-acetylneuraminate lyase,,MLMIAKCI_00458,,LCPJMJGF_00976
group_674,,hypothetical protein,HJHFJAOG_01968,MLMIAKCI_00455,,
group_673,,hypothetical protein,,,AOHABJFI_00762,LCPJMJGF_00983
axeA,;axeA,hypothetical protein;Cephalosporin-C deacetylase,,MLMIAKCI_00463;MLMIAKCI_00464,,LCPJMJGF_00971
gerN,gerN,Na(+)/H(+)-K(+) antiporter GerN,,MLMIAKCI_00461,,LCPJMJGF_00973
group_669,,hypothetical protein,,MLMIAKCI_00460,,LCPJMJGF_00974
nanE,nanE,Putative N-acetylmannosamine-6-phosphate 2-epimerase,,MLMIAKCI_00465,,LCPJMJGF_00970
agaA_2~~~agaA_1,agaA_2;;agaA_1,N-acetylgalactosamine-6-phosphate deacetylase;hypothetical protein,,MLMIAKCI_00466;MLMIAKCI_00467,,LCPJMJGF_00969
group_618,,hypothetical protein,,MLMIAKCI_00649,AOHABJFI_00821,
group_598,,hypothetical protein,,MLMIAKCI_00650,2_refound_27_pseudo,
group_587,,hypothetical protein,0_refound_2,,AOHABJFI_02086,
group_580,,hypothetical protein,HJHFJAOG_00669,,AOHABJFI_02080,
group_573,,hypothetical protein,HJHFJAOG_00674,,AOHABJFI_02085,
ackA_1~~~ackA_2,ackA_1;ackA_2,Acetate kinase,HJHFJAOG_00654,,AOHABJFI_00281,
group_566,,hypothetical protein,HJHFJAOG_01462;HJHFJAOG_00655,,AOHABJFI_00282,
menA_3,menA_3,14-dihydroxy-2-naphthoate octaprenyltransferase,HJHFJAOG_00525,MLMIAKCI_00287,,
group_437,,IS982 family transposase ISLhe7,HJHFJAOG_00435,MLMIAKCI_00844,,
group_398,,IS982 family transposase ISLh1,HJHFJAOG_00395,,,LCPJMJGF_01014
tpx,tpx,Thiol peroxidase,HJHFJAOG_00301,,AOHABJFI_00423,
group_367,,hypothetical protein,HJHFJAOG_00302,,AOHABJFI_00422,
group_366,,hypothetical protein,HJHFJAOG_00297,MLMIAKCI_00749,,
group_363,,hypothetical protein,HJHFJAOG_00293,MLMIAKCI_00523,,
group_267,,hypothetical protein,,MLMIAKCI_00352,AOHABJFI_01713,
group_254,,hypothetical protein,HJHFJAOG_01453,MLMIAKCI_02051,,
mngB_3,mngB_3,Mannosylglycerate hydrolase,HJHFJAOG_01452,MLMIAKCI_02050,,
fruA_1,fruA_1,PTS system fructose-specific EIIB'BC component,HJHFJAOG_00194,MLMIAKCI_02047,,
fruA_2,fruA_2,PTS system fructose-specific EIIABC component,HJHFJAOG_00195,MLMIAKCI_02046,,
mngB_1~~~mngB_2,mngB_1;mngB_2,Mannosylglycerate hydrolase,HJHFJAOG_00193;HJHFJAOG_01450,MLMIAKCI_02048,,
licR,licR,putative licABCH operon regulator,HJHFJAOG_01451,MLMIAKCI_02049,,
mngA,mngA,PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component,HJHFJAOG_00196,MLMIAKCI_02045,,
group_248,slpA,S-layer protein,HJHFJAOG_00186,,,LCPJMJGF_02025
slpA,slpA,S-layer protein,,MLMIAKCI_02120,AOHABJFI_02306,
group_237,,hypothetical protein,HJHFJAOG_01455,MLMIAKCI_02315,,
group_235,,hypothetical protein,HJHFJAOG_01456,MLMIAKCI_02316,,
group_233,,hypothetical protein,HJHFJAOG_01457,MLMIAKCI_02317,,
licC_3,licC_3,Lichenan permease IIC component,HJHFJAOG_01458,MLMIAKCI_02318,,
group_204,,hypothetical protein,HJHFJAOG_01080,MLMIAKCI_02028,,
group_200,,hypothetical protein,,MLMIAKCI_01033,AOHABJFI_00408,
hsdS_2~~~hsdS_1~~~hsdS,hsdS_2;hsdS_1;hsdS,Type I restriction enzyme EcoAI specificity subunit,HJHFJAOG_01291;HJHFJAOG_01292,,AOHABJFI_01432,
group_179,,hypothetical protein,,MLMIAKCI_01031,AOHABJFI_00410,
group_177,,hypothetical protein,HJHFJAOG_01294,,AOHABJFI_01430,
