Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Lactobacillus_jensenii__UMB0732__GCA_030218485.1,Lactobacillus_jensenii__UMB10187__GCA_030211725.1,Lactobacillus_jensenii__UMB7786__GCA_030215165.1
group_91,,hypothetical protein,3,3,1.0,2,209,,,,807,807,807.0,BDMKMOGB_00388,IAAMHMBP_00557,PKFCGPHH_00457
potC,potC,Spermidine/putrescine transport system permease protein PotC,3,3,1.0,2,204,,,,810,810,810.0,BDMKMOGB_00080,IAAMHMBP_00457,PKFCGPHH_01169
group_86,,Putative phosphatase,3,3,1.0,2,203,,,,810,810,810.0,BDMKMOGB_00075,IAAMHMBP_00462,PKFCGPHH_01174
group_85,,hypothetical protein,3,3,1.0,2,202,,,,1287,1287,1287.0,BDMKMOGB_00350,IAAMHMBP_00593,PKFCGPHH_00494
tlyA,tlyA,Hemolysin A,3,3,1.0,2,200,,,,813,813,813.0,BDMKMOGB_00161,IAAMHMBP_00504,PKFCGPHH_00404
potB,potB,Spermidine/putrescine transport system permease protein PotB,3,3,1.0,2,199,,,,813,813,813.0,BDMKMOGB_00081,IAAMHMBP_00456,PKFCGPHH_01168
rimP,rimP,Ribosome maturation factor RimP,3,3,1.0,2,198,,,,477,477,477.0,BDMKMOGB_00384,IAAMHMBP_00561,PKFCGPHH_00461
tsaE,tsaE,tRNA threonylcarbamoyladenosine biosynthesis protein TsaE,3,3,1.0,2,197,,,,477,477,477.0,BDMKMOGB_00089,IAAMHMBP_00885,PKFCGPHH_00667
group_83,,hypothetical protein,3,3,1.0,2,196,,,,1290,1290,1290.0,BDMKMOGB_00086,IAAMHMBP_00451,PKFCGPHH_00670
eno2,eno2,Enolase 2,3,3,1.0,2,195,,,,1299,1299,1299.0,BDMKMOGB_00096,IAAMHMBP_00892,PKFCGPHH_00660
group_81,,DegV domain-containing protein,3,3,1.0,2,193,,,,831,831,831.0,BDMKMOGB_00365,IAAMHMBP_00579,PKFCGPHH_00479
ftsY,ftsY,Signal recognition particle receptor FtsY,3,3,1.0,2,192,,,,1314,1314,1314.0,BDMKMOGB_00413,IAAMHMBP_00532,PKFCGPHH_00432
rpmB,rpmB,Large ribosomal subunit protein bL28,3,3,1.0,2,191,,,,186,186,186.0,BDMKMOGB_00148,IAAMHMBP_00517,PKFCGPHH_00417
rsmB,rsmB,Ribosomal RNA small subunit methyltransferase B,3,3,1.0,2,190,,,,1314,1314,1314.0,BDMKMOGB_00154,IAAMHMBP_00511,PKFCGPHH_00411
aptA,aptA,Apulose-4-phosphate transketolase subunit A,3,3,1.0,2,189,,,,834,834,834.0,BDMKMOGB_00360,IAAMHMBP_00584,PKFCGPHH_00484
group_80,,Putative phosphatase,3,3,1.0,2,188,,,,834,834,834.0,BDMKMOGB_00074,IAAMHMBP_00463,PKFCGPHH_01175
dfrA,dfrA,Dihydrofolate reductase,3,3,1.0,2,186,,,,504,504,504.0,BDMKMOGB_00339,IAAMHMBP_00604,PKFCGPHH_00505
atpF,atpF,ATP synthase subunit b,3,3,1.0,2,185,,,,510,510,510.0,BDMKMOGB_00605,IAAMHMBP_00432,PKFCGPHH_00931
pgi,pgi,Glucose-6-phosphate isomerase,3,3,1.0,2,184,,,,1338,1338,1338.0,BDMKMOGB_00591,IAAMHMBP_00446,PKFCGPHH_00354
prmC,prmC,Release factor glutamine methyltransferase,3,3,1.0,2,183,,,,843,843,843.0,BDMKMOGB_00600,IAAMHMBP_00437,PKFCGPHH_00926
group_78,,hypothetical protein,3,3,1.0,2,182,,,,510,510,510.0,BDMKMOGB_00366,IAAMHMBP_00578,PKFCGPHH_00478
dacA_1,dacA_1,Diadenylate cyclase,3,3,1.0,2,181,,,,843,843,843.0,BDMKMOGB_00078,IAAMHMBP_00459,PKFCGPHH_01171
rimM,rimM,Ribosome maturation factor RimM,3,3,1.0,2,180,,,,513,513,513.0,BDMKMOGB_00406,IAAMHMBP_00539,PKFCGPHH_00439
group_77,,hypothetical protein,3,3,1.0,2,179,,,,1347,1347,1347.0,BDMKMOGB_00356,IAAMHMBP_00587,PKFCGPHH_00488
ribZ,ribZ,Riboflavin transporter RibZ,3,3,1.0,2,178,,,,1356,1356,1356.0,BDMKMOGB_00592,IAAMHMBP_00445,PKFCGPHH_00355
group_76,,hypothetical protein,3,3,1.0,2,177,,,,516,516,516.0,BDMKMOGB_00092,IAAMHMBP_00888,PKFCGPHH_00664
glmM,glmM,Phosphoglucosamine mutase,3,3,1.0,2,175,,,,1353,1353,1353.0,BDMKMOGB_00076,IAAMHMBP_00461,PKFCGPHH_01173
group_74,,hypothetical protein,3,3,1.0,2,174,,,,516,516,516.0,BDMKMOGB_00065,IAAMHMBP_00472,PKFCGPHH_01184
folD,folD,Bifunctional protein FolD protein,3,3,1.0,2,172,,,,852,852,852.0,BDMKMOGB_00165,IAAMHMBP_00500,PKFCGPHH_00400
xseA,xseA,Exodeoxyribonuclease 7 large subunit,3,3,1.0,2,171,,,,1362,1362,1362.0,BDMKMOGB_00164,IAAMHMBP_00501,PKFCGPHH_00401
group_72,,hypothetical protein,3,3,1.0,2,170,,,,213,213,213.0,BDMKMOGB_01266,IAAMHMBP_00479,PKFCGPHH_01191
apt,apt,Adenine phosphoribosyltransferase,3,3,1.0,2,169,,,,528,528,528.0,BDMKMOGB_00368,IAAMHMBP_00576,PKFCGPHH_00476
atpH_1,atpH_1,ATP synthase subunit c,3,3,1.0,2,168,,,,216,216,216.0,BDMKMOGB_00604,IAAMHMBP_00433,PKFCGPHH_00930
group_71,,hypothetical protein,3,3,1.0,2,167,,,,219,219,219.0,BDMKMOGB_01134,IAAMHMBP_00486,PKFCGPHH_00386
rpoZ,rpoZ,DNA-directed RNA polymerase subunit omega,3,3,1.0,2,166,,,,219,219,219.0,BDMKMOGB_00157,IAAMHMBP_00508,PKFCGPHH_00408
group_69,,hypothetical protein,3,3,1.0,2,164,,,,222,222,222.0,BDMKMOGB_00398,IAAMHMBP_00547,PKFCGPHH_00447
thrP_1,thrP_1,Threonine/serine transporter ThrP,3,3,1.0,2,163,,,,1383,1383,1383.0,BDMKMOGB_00342,IAAMHMBP_00601,PKFCGPHH_00502
crtE,crtE,Geranylgeranyl pyrophosphate synthase,3,3,1.0,2,162,,,,867,867,867.0,BDMKMOGB_00162,IAAMHMBP_00503,PKFCGPHH_00403
polC_1,polC_1,DNA polymerase III PolC-type,3,3,1.0,2,161,,,,534,534,534.0,BDMKMOGB_00084,IAAMHMBP_00453,PKFCGPHH_01165
qmcA,qmcA,Protein QmcA,3,3,1.0,2,160,,,,873,873,873.0,BDMKMOGB_00341,IAAMHMBP_00602,PKFCGPHH_00503
group_68,,hypothetical protein,3,3,1.0,2,159,,,,228,228,228.0,BDMKMOGB_00614,IAAMHMBP_00423,PKFCGPHH_00940
group_67,,NADH:fumarate oxidoreductase,3,3,1.0,2,158,,,,1392,1392,1392.0,BDMKMOGB_00620,IAAMHMBP_00614,PKFCGPHH_00515
fumC,fumC,Fumarate hydratase class II,3,3,1.0,2,157,,,,1404,1404,1404.0,BDMKMOGB_00619,IAAMHMBP_00613,PKFCGPHH_00514
group_66,,Iron-sulfur cluster assembly SufBD family protein,3,3,1.0,2,156,,,,1404,1404,1404.0,BDMKMOGB_01232,IAAMHMBP_00492,PKFCGPHH_00392
tsf,tsf,Elongation factor Ts,3,3,1.0,2,155,,,,876,876,876.0,BDMKMOGB_00392,IAAMHMBP_00553,PKFCGPHH_00453
thrP_2,thrP_2,Threonine/serine transporter ThrP,3,3,1.0,2,153,,,,1407,1407,1407.0,BDMKMOGB_00343,IAAMHMBP_00600,PKFCGPHH_00501
citX,citX,apo-citrate lyase phosphoribosyl-dephospho-CoA transferase,3,3,1.0,2,152,,,,543,543,543.0,BDMKMOGB_00624,IAAMHMBP_00618,PKFCGPHH_00519
group_64,,hypothetical protein,3,3,1.0,2,151,,,,234,234,234.0,BDMKMOGB_00410,IAAMHMBP_00535,PKFCGPHH_00435
mtsA,mtsA,Iron ABC transporter substrate-binding lipoprotein MtsA,3,3,1.0,2,150,,,,879,879,879.0,BDMKMOGB_00064,IAAMHMBP_00473,PKFCGPHH_01185
secG,secG,putative protein-export membrane protein SecG,3,3,1.0,2,149,,,,234,234,234.0,BDMKMOGB_00095,IAAMHMBP_00891,PKFCGPHH_00661
atpH_2,atpH_2,ATP synthase subunit delta,3,3,1.0,2,148,,,,549,549,549.0,BDMKMOGB_00606,IAAMHMBP_00431,PKFCGPHH_00932
group_63,,hypothetical protein,3,3,1.0,2,147,,,,237,237,237.0,BDMKMOGB_00611,IAAMHMBP_00426,PKFCGPHH_00937
yflS_2,yflS_2,Putative malate transporter YflS,3,3,1.0,2,146,,,,1422,1422,1422.0,BDMKMOGB_00621,IAAMHMBP_00615,PKFCGPHH_00516
pepDA_1,pepDA_1,Dipeptidase A,3,3,1.0,2,145,,,,1425,1425,1425.0,BDMKMOGB_00412,IAAMHMBP_00533,PKFCGPHH_00433
ffh,ffh,Signal recognition particle protein,3,3,1.0,2,144,,,,1428,1428,1428.0,BDMKMOGB_00408,IAAMHMBP_00537,PKFCGPHH_00437
group_62,,hypothetical protein,3,3,1.0,2,143,,,,240,240,240.0,BDMKMOGB_00593,IAAMHMBP_00444,PKFCGPHH_00356
truB,truB,tRNA pseudouridine synthase B,3,3,1.0,2,142,,,,888,888,888.0,BDMKMOGB_00378,IAAMHMBP_00567,PKFCGPHH_00467
acpP,acpP,Acyl carrier protein,3,3,1.0,2,141,,,,240,240,240.0,BDMKMOGB_00143,IAAMHMBP_00522,PKFCGPHH_00422
axeA1,axeA1,Acetylxylan esterase,3,3,1.0,2,140,,,,888,888,888.0,BDMKMOGB_00355,IAAMHMBP_00588,PKFCGPHH_00489
rsgA,rsgA,Small ribosomal subunit biogenesis GTPase RsgA,3,3,1.0,2,139,,,,888,888,888.0,BDMKMOGB_00151,IAAMHMBP_00514,PKFCGPHH_00414
frr,frr,Ribosome-recycling factor,3,3,1.0,2,138,,,,558,558,558.0,BDMKMOGB_00390,IAAMHMBP_00555,PKFCGPHH_00455
atpD,atpD,ATP synthase subunit beta,3,3,1.0,2,137,,,,1443,1443,1443.0,BDMKMOGB_00609,IAAMHMBP_00428,PKFCGPHH_00935
glpK_1,glpK_1,Glycerol kinase,3,3,1.0,2,136,,,,1449,1449,1449.0,BDMKMOGB_00362,IAAMHMBP_00582,PKFCGPHH_00482
xseB,xseB,Exodeoxyribonuclease 7 small subunit,3,3,1.0,2,135,,,,243,243,243.0,BDMKMOGB_00163,IAAMHMBP_00502,PKFCGPHH_00402
scrB,scrB,Sucrose-6-phosphate hydrolase,3,3,1.0,2,134,,,,1452,1452,1452.0,BDMKMOGB_00402,IAAMHMBP_00543,PKFCGPHH_00443
yflS_3,yflS_3,Putative malate transporter YflS,3,3,1.0,2,133,,,,1455,1455,1455.0,BDMKMOGB_00622,IAAMHMBP_00616,PKFCGPHH_00517
group_61,,hypothetical protein,3,3,1.0,2,132,,,,249,249,249.0,BDMKMOGB_00399,IAAMHMBP_00546,PKFCGPHH_00446
group_60,,hypothetical protein,3,3,1.0,2,131,,,,570,570,570.0,BDMKMOGB_00364,IAAMHMBP_00580,PKFCGPHH_00480
efp_1,efp_1,Elongation factor P,3,3,1.0,2,130,,,,570,570,570.0,BDMKMOGB_00168,IAAMHMBP_00497,PKFCGPHH_00397
bglH,bglH,Aryl-phospho-beta-D-glucosidase BglH,3,3,1.0,2,129,,,,1485,1485,1485.0,BDMKMOGB_00347,IAAMHMBP_00596,PKFCGPHH_00497
bglK_1,bglK_1,Beta-glucoside kinase,3,3,1.0,2,128,,,,912,912,912.0,BDMKMOGB_00346,IAAMHMBP_00597,PKFCGPHH_00498
group_59,,hypothetical protein,3,3,1.0,2,127,,,,576,576,576.0,BDMKMOGB_00172,IAAMHMBP_00493,PKFCGPHH_00393
murB,murB,UDP-N-acetylenolpyruvoylglucosamine reductase,3,3,1.0,2,126,,,,912,912,912.0,BDMKMOGB_00083,IAAMHMBP_00454,PKFCGPHH_01166
citE,citE,Citrate lyase subunit beta,3,3,1.0,2,125,,,,915,915,915.0,BDMKMOGB_00631,IAAMHMBP_00625,PKFCGPHH_00526
grpE,grpE,Protein GrpE,3,3,1.0,2,124,,,,582,582,582.0,BDMKMOGB_00375,IAAMHMBP_00570,PKFCGPHH_00470
atpA,atpA,ATP synthase subunit alpha,3,3,1.0,2,123,,,,1515,1515,1515.0,BDMKMOGB_00607,IAAMHMBP_00430,PKFCGPHH_00933
clpP,clpP,ATP-dependent Clp protease proteolytic subunit,3,3,1.0,2,122,,,,582,582,582.0,BDMKMOGB_00104,IAAMHMBP_00900,PKFCGPHH_00652
group_58,,hypothetical protein,3,3,1.0,2,121,,,,1518,1518,1518.0,BDMKMOGB_01135,IAAMHMBP_00485,PKFCGPHH_00385
oppC,oppC,Oligopeptide transport system permease protein OppC,3,3,1.0,2,120,,,,915,915,915.0,BDMKMOGB_00139,IAAMHMBP_00526,PKFCGPHH_00426
group_57,,hypothetical protein,3,3,1.0,2,119,,,,1536,1536,1536.0,BDMKMOGB_00352,IAAMHMBP_00591,PKFCGPHH_00492
citF,citF,Citrate lyase alpha chain,3,3,1.0,2,118,,,,1539,1539,1539.0,BDMKMOGB_00632,IAAMHMBP_00626,PKFCGPHH_00527
group_56,,hypothetical protein,3,3,1.0,2,117,,,,1539,1539,1539.0,BDMKMOGB_00345,IAAMHMBP_00598,PKFCGPHH_00499
rpsP,rpsP,Small ribosomal subunit protein bS16,3,3,1.0,2,116,,,,273,273,273.0,BDMKMOGB_00407,IAAMHMBP_00538,PKFCGPHH_00438
ldh,ldh,L-lactate dehydrogenase,3,3,1.0,2,115,,,,924,924,924.0,BDMKMOGB_00626,IAAMHMBP_00620,PKFCGPHH_00521
group_55,,hypothetical protein,3,3,1.0,2,114,,,,276,276,276.0,BDMKMOGB_00382,IAAMHMBP_00563,PKFCGPHH_00463
group_54,,hypothetical protein,3,3,1.0,2,113,,,,1578,1578,1578.0,BDMKMOGB_00349,IAAMHMBP_00594,PKFCGPHH_00495
group_53,,hypothetical protein,3,3,1.0,2,112,,,,606,606,606.0,BDMKMOGB_01436,IAAMHMBP_00608,PKFCGPHH_00509
csbB,csbB,Putative glycosyltransferase CsbB,3,3,1.0,2,111,,,,930,930,930.0,BDMKMOGB_00337,IAAMHMBP_00606,PKFCGPHH_00507
aimA,aimA,Glutamate/serine transporter AimA,3,3,1.0,2,110,,,,1596,1596,1596.0,BDMKMOGB_00102,IAAMHMBP_00898,PKFCGPHH_00654
tdk,tdk,Thymidine kinase,3,3,1.0,2,109,,,,606,606,606.0,BDMKMOGB_00598,IAAMHMBP_00439,PKFCGPHH_00924
ribCF,ribCF,Bifunctional riboflavin kinase/FMN adenylyltransferase,3,3,1.0,2,108,,,,939,939,939.0,BDMKMOGB_00377,IAAMHMBP_00568,PKFCGPHH_00468
citD,citD,Citrate lyase acyl carrier protein,3,3,1.0,2,106,,,,294,294,294.0,BDMKMOGB_00630,IAAMHMBP_00624,PKFCGPHH_00525
aptB,aptB,Apulose-4-phosphate transketolase subunit B,3,3,1.0,2,105,,,,945,945,945.0,BDMKMOGB_00361,IAAMHMBP_00583,PKFCGPHH_00483
plsC,plsC,1-acyl-sn-glycerol-3-phosphate acyltransferase,3,3,1.0,2,104,,,,615,615,615.0,BDMKMOGB_00395,IAAMHMBP_00550,PKFCGPHH_00450
fmt,fmt,Methionyl-tRNA formyltransferase,3,3,1.0,2,103,,,,945,945,945.0,BDMKMOGB_00155,IAAMHMBP_00510,PKFCGPHH_00410
group_51,,Putative membrane protein insertion efficiency factor,3,3,1.0,2,102,,,,297,297,297.0,BDMKMOGB_00613,IAAMHMBP_00424,PKFCGPHH_00939
group_50,,putative protein,3,3,1.0,2,101,,,,1656,1656,1656.0,BDMKMOGB_00146,IAAMHMBP_00519,PKFCGPHH_00419
gmk_1,gmk_1,Guanylate kinase,3,3,1.0,2,100,,,,615,615,615.0,BDMKMOGB_00158,IAAMHMBP_00507,PKFCGPHH_00407
sorC,sorC,Sorbitol operon regulator,3,3,1.0,2,99,,,,954,954,954.0,BDMKMOGB_00628,IAAMHMBP_00622,PKFCGPHH_00523
recN,recN,DNA repair protein RecN,3,3,1.0,2,98,,,,1686,1686,1686.0,BDMKMOGB_00160,IAAMHMBP_00505,PKFCGPHH_00405
rpmA,rpmA,Large ribosomal subunit protein bL27,3,3,1.0,2,97,,,,300,300,300.0,BDMKMOGB_00170,IAAMHMBP_00495,PKFCGPHH_00395
proS,proS,Proline--tRNA ligase,3,3,1.0,2,96,,,,1698,1698,1698.0,BDMKMOGB_00386,IAAMHMBP_00559,PKFCGPHH_00459
ccpA_2,ccpA_2,Catabolite control protein A,3,3,1.0,2,95,,,,957,957,957.0,BDMKMOGB_00354,IAAMHMBP_00589,PKFCGPHH_00490
thyA,thyA,Thymidylate synthase,3,3,1.0,2,94,,,,957,957,957.0,BDMKMOGB_00340,IAAMHMBP_00603,PKFCGPHH_00504
group_49,,hypothetical protein,3,3,1.0,2,93,,,,306,306,306.0,BDMKMOGB_00159,IAAMHMBP_00506,PKFCGPHH_00406
rulQ,rulQ,RNA-binding protein YlxQ,3,3,1.0,2,92,,,,312,312,312.0,BDMKMOGB_00381,IAAMHMBP_00564,PKFCGPHH_00464
oppB,oppB,Oligopeptide transport system permease protein OppB,3,3,1.0,2,90,,,,960,960,960.0,BDMKMOGB_00140,IAAMHMBP_00525,PKFCGPHH_00425
atpG,atpG,ATP synthase gamma chain,3,3,1.0,2,89,,,,963,963,963.0,BDMKMOGB_00608,IAAMHMBP_00429,PKFCGPHH_00934
upp,upp,Uracil phosphoribosyltransferase,3,3,1.0,2,88,,,,630,630,630.0,BDMKMOGB_00602,IAAMHMBP_00435,PKFCGPHH_00928
rplU,rplU,Large ribosomal subunit protein bL21,3,3,1.0,2,87,,,,312,312,312.0,BDMKMOGB_00171,IAAMHMBP_00494,PKFCGPHH_00394
yheI,yheI,putative multidrug resistance ABC transporter ATP-binding/permease protein YheI,3,3,1.0,2,86,,,,1755,1755,1755.0,BDMKMOGB_00397,IAAMHMBP_00548,PKFCGPHH_00448
lexA_2,lexA_2,LexA repressor,3,3,1.0,2,85,,,,636,636,636.0,BDMKMOGB_00400,IAAMHMBP_00545,PKFCGPHH_00445
oppF,oppF,Oligopeptide transport ATP-binding protein OppF,3,3,1.0,2,84,,,,969,969,969.0,BDMKMOGB_00141,IAAMHMBP_00524,PKFCGPHH_00424
cdaR,cdaR,CdaA regulatory protein CdaR,3,3,1.0,2,83,,,,969,969,969.0,BDMKMOGB_00077,IAAMHMBP_00460,PKFCGPHH_01172
comGA,comGA,Competence protein ComGA,3,3,1.0,2,81,,,,978,978,978.0,BDMKMOGB_01262,IAAMHMBP_00475,PKFCGPHH_01187
yheH,yheH,putative multidrug resistance ABC transporter ATP-binding/permease protein YheH,3,3,1.0,2,80,,,,1785,1785,1785.0,BDMKMOGB_00396,IAAMHMBP_00549,PKFCGPHH_00449
pta,pta,Phosphate acetyltransferase,3,3,1.0,2,79,,,,978,978,978.0,BDMKMOGB_00090,IAAMHMBP_00886,PKFCGPHH_00666
group_47,,hypothetical protein,3,4,1.3333333333333333,2,78,,,,192,504,352.5,BDMKMOGB_01267;BDMKMOGB_01140,IAAMHMBP_00480,PKFCGPHH_01192
group_46,,hypothetical protein,3,3,1.0,2,77,,,,324,324,324.0,BDMKMOGB_01237,IAAMHMBP_00487,PKFCGPHH_00387
degA,degA,HTH-type transcriptional regulator DegA,3,3,1.0,2,76,,,,981,981,981.0,BDMKMOGB_00403,IAAMHMBP_00542,PKFCGPHH_00442
lepA_1,lepA_1,Elongation factor 4,3,3,1.0,2,74,,,,1839,1839,1839.0,BDMKMOGB_00372,IAAMHMBP_00573,PKFCGPHH_00473
mbl,mbl,Cell shape-determining protein Mbl,3,3,1.0,2,73,,,,990,990,990.0,BDMKMOGB_00612,IAAMHMBP_00425,PKFCGPHH_00938
comGC,comGC,Competence protein ComGC,3,3,1.0,2,72,,,,330,330,330.0,BDMKMOGB_01264,IAAMHMBP_00477,PKFCGPHH_01189
dnaK,dnaK,Chaperone protein DnaK,3,3,1.0,2,71,,,,1851,1851,1851.0,BDMKMOGB_00374,IAAMHMBP_00571,PKFCGPHH_00471
group_44,,hypothetical protein,3,3,1.0,2,70,,,,999,999,999.0,BDMKMOGB_01139,IAAMHMBP_00481,PKFCGPHH_01193
group_43,,hypothetical protein,3,3,1.0,2,69,,,,336,336,336.0,BDMKMOGB_00409,IAAMHMBP_00536,PKFCGPHH_00436
ywlC,ywlC,Threonylcarbamoyl-AMP synthase,3,3,1.0,2,68,,,,1002,1002,1002.0,BDMKMOGB_00601,IAAMHMBP_00436,PKFCGPHH_00927
group_42,,hypothetical protein,3,3,1.0,2,67,,,,1002,1002,1002.0,BDMKMOGB_01263,IAAMHMBP_00476,PKFCGPHH_01188
tmk_1,;tmk_1,hypothetical protein;Thymidylate kinase,3,3,1.0,2,66,,,,666,675,669.0,BDMKMOGB_00087,IAAMHMBP_00883,PKFCGPHH_00669
copA,copA,Copper-exporting P-type ATPase,3,3,1.0,2,65,,,,1908,1908,1908.0,BDMKMOGB_00071,IAAMHMBP_00466,PKFCGPHH_01178
plsX,plsX,Phosphate acyltransferase,3,3,1.0,2,64,,,,1005,1005,1005.0,BDMKMOGB_00144,IAAMHMBP_00521,PKFCGPHH_00421
fluC2,fluC2,Fluoride-specific ion channel FluC 2,3,3,1.0,2,63,,,,336,336,336.0,BDMKMOGB_00069,IAAMHMBP_00468,PKFCGPHH_01180
yfiC,yfiC,tRNA1(Val) (adenine(37)-N6)-methyltransferase,3,3,1.0,2,62,,,,1011,1011,1011.0,BDMKMOGB_00394,IAAMHMBP_00551,PKFCGPHH_00451
scrA,scrA,PTS system sucrose-specific EIIBCA component,3,3,1.0,2,61,,,,1947,1947,1947.0,BDMKMOGB_00401,IAAMHMBP_00544,PKFCGPHH_00444
amiE,amiE,N-acetylmuramyl-L-alanine amidase,3,3,1.0,2,60,,,,1008,1008,1008.0,BDMKMOGB_00596,IAAMHMBP_00441,PKFCGPHH_01265
group_41,,hypothetical protein,3,3,1.0,2,59,,,,621,627,623.0,BDMKMOGB_01325,IAAMHMBP_00447,PKFCGPHH_00353
rpe,rpe,Ribulose-phosphate 3-epimerase,3,3,1.0,2,58,,,,663,663,663.0,BDMKMOGB_00150,IAAMHMBP_00515,PKFCGPHH_00415
cytR_1,cytR_1,HTH-type transcriptional repressor CytR,3,3,1.0,2,57,,,,1011,1011,1011.0,BDMKMOGB_00359,IAAMHMBP_00585,PKFCGPHH_00485
rplS,rplS,Large ribosomal subunit protein bL19,3,3,1.0,2,55,,,,348,348,348.0,BDMKMOGB_00404,IAAMHMBP_00541,PKFCGPHH_00441
oppD,oppD,Oligopeptide transport ATP-binding protein OppD,3,3,1.0,2,54,,,,1017,1017,1017.0,BDMKMOGB_00142,IAAMHMBP_00523,PKFCGPHH_00423
gap,gap,Glyceraldehyde-3-phosphate dehydrogenase,3,3,1.0,2,53,,,,1017,1017,1017.0,BDMKMOGB_00099,IAAMHMBP_00895,PKFCGPHH_00657
prkC,prkC,Serine/threonine-protein kinase PrkC,3,3,1.0,2,52,,,,1998,1998,1998.0,BDMKMOGB_00152,IAAMHMBP_00513,PKFCGPHH_00413
recG,recG,ATP-dependent DNA helicase RecG,3,3,1.0,2,51,,,,2025,2025,2025.0,BDMKMOGB_00145,IAAMHMBP_00520,PKFCGPHH_00420
oppA_2~~~oppA_3~~~oppA_1,oppA_2;oppA_3;oppA_1,Oligopeptide-binding protein OppA,3,4,1.3333333333333333,2,50,,,,480,1770,1341.75,BDMKMOGB_00137,IAAMHMBP_00529,PKFCGPHH_00429;PKFCGPHH_00428
thiN,thiN,Thiamine pyrophosphokinase,3,3,1.0,2,49,,,,675,675,675.0,BDMKMOGB_00149,IAAMHMBP_00516,PKFCGPHH_00416
rhaS_1,rhaS_1,HTH-type transcriptional activator RhaS,3,3,1.0,2,48,,,,1038,1038,1038.0,BDMKMOGB_00351,IAAMHMBP_00592,PKFCGPHH_00493
hrcA,hrcA,Heat-inducible transcription repressor HrcA,3,3,1.0,2,47,,,,1044,1044,1044.0,BDMKMOGB_00376,IAAMHMBP_00569,PKFCGPHH_00469
rbfA,rbfA,Ribosome-binding factor A,3,3,1.0,2,46,,,,357,357,357.0,BDMKMOGB_00379,IAAMHMBP_00566,PKFCGPHH_00466
cggR,cggR,Central glycolytic genes regulator,3,3,1.0,2,45,,,,1044,1044,1044.0,BDMKMOGB_00100,IAAMHMBP_00896,PKFCGPHH_00656
citC,citC,[Citrate [pro-3S]-lyase] ligase,3,3,1.0,2,44,,,,1056,1056,1056.0,BDMKMOGB_00629,IAAMHMBP_00623,PKFCGPHH_00524
ltaS2,ltaS2,Lipoteichoic acid synthase 2,3,3,1.0,2,43,,,,2199,2199,2199.0,BDMKMOGB_01326,IAAMHMBP_00448,PKFCGPHH_00352
group_39,,putative protein,3,3,1.0,2,42,,,,363,363,363.0,BDMKMOGB_00147,IAAMHMBP_00518,PKFCGPHH_00418
metN,metN,Methionine import ATP-binding protein MetN,3,3,1.0,2,41,,,,1059,1059,1059.0,BDMKMOGB_00617,IAAMHMBP_00611,PKFCGPHH_00512
mscL,mscL,Large-conductance mechanosensitive channel,3,3,1.0,2,40,,,,366,366,366.0,BDMKMOGB_01435,IAAMHMBP_00609,PKFCGPHH_00510
ydfK,ydfK,putative membrane protein YdfK,3,3,1.0,2,39,,,,687,687,687.0,BDMKMOGB_00344,IAAMHMBP_00599,PKFCGPHH_00500
potD,potD,Spermidine/putrescine-binding periplasmic protein,3,3,1.0,2,38,,,,1074,1074,1074.0,BDMKMOGB_00079,IAAMHMBP_00458,PKFCGPHH_01170
ung,ung,Uracil-DNA glycosylase,3,3,1.0,2,37,,,,690,690,690.0,BDMKMOGB_00091,IAAMHMBP_00887,PKFCGPHH_00665
group_38,,hypothetical protein,3,3,1.0,2,36,,,,369,369,369.0,BDMKMOGB_00072,IAAMHMBP_00465,PKFCGPHH_01177
mgtA,mgtA,Magnesium-transporting ATPase P-type 1,3,3,1.0,2,35,,,,2277,2277,2277.0,BDMKMOGB_00367,IAAMHMBP_00577,PKFCGPHH_00477
rnc,rnc,Ribonuclease 3,3,3,1.0,2,34,,,,693,693,693.0,BDMKMOGB_00415,IAAMHMBP_00530,PKFCGPHH_00430
rnr,rnr,Ribonuclease R,3,3,1.0,2,33,,,,2322,2322,2322.0,BDMKMOGB_00094,IAAMHMBP_00890,PKFCGPHH_00662
recJ,;recJ,hypothetical protein;Single-stranded-DNA-specific exonuclease RecJ,3,4,1.3333333333333333,2,32,,,,666,2262,1704.75,BDMKMOGB_00369;BDMKMOGB_00370,IAAMHMBP_00575,PKFCGPHH_00475
prfA,prfA,Peptide chain release factor 1,3,3,1.0,2,30,,,,1089,1089,1089.0,BDMKMOGB_00599,IAAMHMBP_00438,PKFCGPHH_00925
dltA_1,;dltA_1,hypothetical protein;D-alanine--D-alanyl carrier protein ligase,3,3,1.0,2,29,,,,1476,2865,2402.0,BDMKMOGB_00085,IAAMHMBP_00452,PKFCGPHH_01164
metP,metP,Methionine import system permease protein MetP,3,3,1.0,2,28,,,,702,702,702.0,BDMKMOGB_00618,IAAMHMBP_00612,PKFCGPHH_00513
priA,priA,Replication restart protein PriA,3,3,1.0,2,27,,,,2394,2394,2394.0,BDMKMOGB_00156,IAAMHMBP_00509,PKFCGPHH_00409
